,state,year,quater,district,registered_users,app_opens
466,arunachal-pradesh,2018,4,tawang district,4085,0
467,arunachal-pradesh,2018,4,namsai district,2495,0
468,arunachal-pradesh,2019,1,lower subansiri district,1879,0
469,arunachal-pradesh,2019,1,tirap district,2082,0
470,arunachal-pradesh,2019,1,papum pare district,26298,0
471,arunachal-pradesh,2019,1,anjaw district,934,0
472,arunachal-pradesh,2019,1,lower siang district,1123,0
473,arunachal-pradesh,2019,1,dibang valley district,211,0
474,arunachal-pradesh,2019,1,west kameng district,8115,0
475,arunachal-pradesh,2019,1,shi yomi district,186,0
476,arunachal-pradesh,2019,1,east kameng district,876,0
477,arunachal-pradesh,2019,1,lohit district,4416,0
478,arunachal-pradesh,2019,1,lepa rada district,710,0
479,arunachal-pradesh,2019,1,lower dibang valley district,2314,0
480,arunachal-pradesh,2019,1,longding district,1152,0
481,arunachal-pradesh,2019,1,west siang district,2656,0
482,arunachal-pradesh,2019,1,kamle district,141,0
483,arunachal-pradesh,2019,1,upper siang district,1125,0
484,arunachal-pradesh,2019,1,kurung kumey district,385,0
485,arunachal-pradesh,2019,1,siang district,651,0
486,arunachal-pradesh,2019,1,kra daadi district,350,0
487,arunachal-pradesh,2019,1,changlang district,5210,0
488,arunachal-pradesh,2019,1,pakke kessang district,162,0
489,arunachal-pradesh,2019,1,east siang district,5899,0
490,arunachal-pradesh,2019,1,upper subansiri district,1906,0
491,arunachal-pradesh,2019,1,tawang district,5023,0
492,arunachal-pradesh,2019,1,namsai district,3153,0
493,arunachal-pradesh,2019,2,lower subansiri district,2463,11644
494,arunachal-pradesh,2019,2,tirap district,2697,12779
495,arunachal-pradesh,2019,2,papum pare district,32800,163673
496,arunachal-pradesh,2019,2,anjaw district,1175,4993
497,arunachal-pradesh,2019,2,lower siang district,1457,7737
498,arunachal-pradesh,2019,2,dibang valley district,241,258
499,arunachal-pradesh,2019,2,west kameng district,9782,73944
500,arunachal-pradesh,2019,2,shi yomi district,225,24
501,arunachal-pradesh,2019,2,east kameng district,1075,4146
502,arunachal-pradesh,2019,2,lohit district,5485,32550
503,arunachal-pradesh,2019,2,lepa rada district,903,4196
504,arunachal-pradesh,2019,2,lower dibang valley district,2842,12669
505,arunachal-pradesh,2019,2,longding district,1420,13256
506,arunachal-pradesh,2019,2,west siang district,3393,15972
507,arunachal-pradesh,2019,2,kamle district,212,972
508,arunachal-pradesh,2019,2,upper siang district,1372,2710
509,arunachal-pradesh,2019,2,kurung kumey district,481,2171
510,arunachal-pradesh,2019,2,siang district,831,3209
511,arunachal-pradesh,2019,2,kra daadi district,440,2639
512,arunachal-pradesh,2019,2,changlang district,6884,37725
513,arunachal-pradesh,2019,2,pakke kessang district,211,1237
514,arunachal-pradesh,2019,2,east siang district,7319,34596
515,arunachal-pradesh,2019,2,upper subansiri district,2355,9043
516,arunachal-pradesh,2019,2,tawang district,5908,32103
517,arunachal-pradesh,2019,2,namsai district,3914,18627
518,arunachal-pradesh,2019,3,lower subansiri district,2928,42877
519,arunachal-pradesh,2019,3,tirap district,3099,49222
520,arunachal-pradesh,2019,3,papum pare district,38845,582435
521,arunachal-pradesh,2019,3,anjaw district,1358,19509
522,arunachal-pradesh,2019,3,lower siang district,1689,25736
523,arunachal-pradesh,2019,3,dibang valley district,271,1436
524,arunachal-pradesh,2019,3,west kameng district,11186,260068
525,arunachal-pradesh,2019,3,shi yomi district,239,158
526,arunachal-pradesh,2019,3,east kameng district,1304,19974
527,arunachal-pradesh,2019,3,lohit district,6421,112322
528,arunachal-pradesh,2019,3,lepa rada district,1064,13695
529,arunachal-pradesh,2019,3,lower dibang valley district,3398,43057
530,arunachal-pradesh,2019,3,longding district,1634,46571
531,arunachal-pradesh,2019,3,west siang district,4101,64241
532,arunachal-pradesh,2019,3,kamle district,258,3686
533,arunachal-pradesh,2019,3,upper siang district,1486,8960
534,arunachal-pradesh,2019,3,kurung kumey district,572,8396
535,arunachal-pradesh,2019,3,siang district,948,13437
536,arunachal-pradesh,2019,3,kra daadi district,524,11363
537,arunachal-pradesh,2019,3,changlang district,8145,139098
538,arunachal-pradesh,2019,3,pakke kessang district,244,5099
539,arunachal-pradesh,2019,3,east siang district,8571,118071
540,arunachal-pradesh,2019,3,upper subansiri district,2748,35114
541,arunachal-pradesh,2019,3,tawang district,6553,114907
542,arunachal-pradesh,2019,3,namsai district,4563,72268
543,arunachal-pradesh,2019,4,lower subansiri district,3564,53396
544,arunachal-pradesh,2019,4,tirap district,3605,67097
545,arunachal-pradesh,2019,4,papum pare district,44746,670934
546,arunachal-pradesh,2019,4,anjaw district,1564,23729
547,arunachal-pradesh,2019,4,lower siang district,1921,28156
548,arunachal-pradesh,2019,4,dibang valley district,289,1738
549,arunachal-pradesh,2019,4,west kameng district,12562,313584
550,arunachal-pradesh,2019,4,shi yomi district,266,880
551,arunachal-pradesh,2019,4,east kameng district,1623,27850
552,arunachal-pradesh,2019,4,lohit district,7386,129353
553,arunachal-pradesh,2019,4,lepa rada district,1263,20798
554,arunachal-pradesh,2019,4,lower dibang valley district,3944,50034
555,arunachal-pradesh,2019,4,longding district,1847,48945
556,arunachal-pradesh,2019,4,west siang district,4773,70790
557,arunachal-pradesh,2019,4,kamle district,323,5098
558,arunachal-pradesh,2019,4,upper siang district,1804,26060
559,arunachal-pradesh,2019,4,kurung kumey district,653,7904
560,arunachal-pradesh,2019,4,siang district,1131,19220
561,arunachal-pradesh,2019,4,kra daadi district,603,13700
562,arunachal-pradesh,2019,4,changlang district,9662,152680
563,arunachal-pradesh,2019,4,pakke kessang district,296,5981
564,arunachal-pradesh,2019,4,east siang district,9859,132534
565,arunachal-pradesh,2019,4,upper subansiri district,3144,42354
566,arunachal-pradesh,2019,4,tawang district,7303,139898
567,arunachal-pradesh,2019,4,namsai district,5190,87627
568,arunachal-pradesh,2020,1,lower subansiri district,4351,72887
569,arunachal-pradesh,2020,1,tirap district,4261,76554
570,arunachal-pradesh,2020,1,papum pare district,51342,819599
571,arunachal-pradesh,2020,1,anjaw district,1747,25453
572,arunachal-pradesh,2020,1,lower siang district,2201,35216
573,arunachal-pradesh,2020,1,dibang valley district,320,2195
574,arunachal-pradesh,2020,1,west kameng district,13983,332479
575,arunachal-pradesh,2020,1,shi yomi district,290,989
576,arunachal-pradesh,2020,1,east kameng district,1962,37103
577,arunachal-pradesh,2020,1,lohit district,8454,159158
578,arunachal-pradesh,2020,1,lepa rada district,1532,28280
579,arunachal-pradesh,2020,1,lower dibang valley district,4650,71091
580,arunachal-pradesh,2020,1,longding district,2201,58817
581,arunachal-pradesh,2020,1,west siang district,5757,97255
582,arunachal-pradesh,2020,1,kamle district,373,7135
583,arunachal-pradesh,2020,1,upper siang district,2143,37600
584,arunachal-pradesh,2020,1,kurung kumey district,725,11471
585,arunachal-pradesh,2020,1,siang district,1390,24530
586,arunachal-pradesh,2020,1,kra daadi district,701,16770
587,arunachal-pradesh,2020,1,changlang district,11262,201632
588,arunachal-pradesh,2020,1,pakke kessang district,371,9758
589,arunachal-pradesh,2020,1,east siang district,11298,167166
590,arunachal-pradesh,2020,1,upper subansiri district,3675,56522
591,arunachal-pradesh,2020,1,tawang district,8048,138728
592,arunachal-pradesh,2020,1,namsai district,6029,109933
593,arunachal-pradesh,2020,2,lower subansiri district,5392,108893
594,arunachal-pradesh,2020,2,tirap district,5239,114770
595,arunachal-pradesh,2020,2,papum pare district,59968,932769
596,arunachal-pradesh,2020,2,anjaw district,1961,34903
597,arunachal-pradesh,2020,2,lower siang district,2644,48738
598,arunachal-pradesh,2020,2,dibang valley district,367,4076
599,arunachal-pradesh,2020,2,west kameng district,15766,394250
600,arunachal-pradesh,2020,2,shi yomi district,320,1597
601,arunachal-pradesh,2020,2,east kameng district,2506,53112
602,arunachal-pradesh,2020,2,lohit district,10154,219948
603,arunachal-pradesh,2020,2,lepa rada district,1890,38098
604,arunachal-pradesh,2020,2,lower dibang valley district,5782,110670
605,arunachal-pradesh,2020,2,longding district,2751,86086
606,arunachal-pradesh,2020,2,west siang district,7239,147515
607,arunachal-pradesh,2020,2,kamle district,509,11566
608,arunachal-pradesh,2020,2,upper siang district,2552,54123
609,arunachal-pradesh,2020,2,kurung kumey district,834,16738
610,arunachal-pradesh,2020,2,siang district,1831,40101
611,arunachal-pradesh,2020,2,kra daadi district,870,25480
612,arunachal-pradesh,2020,2,changlang district,14036,293705
613,arunachal-pradesh,2020,2,pakke kessang district,438,13500
614,arunachal-pradesh,2020,2,east siang district,13601,235755
615,arunachal-pradesh,2020,2,upper subansiri district,4465,80310
616,arunachal-pradesh,2020,2,tawang district,8993,170812
617,arunachal-pradesh,2020,2,namsai district,7426,149491
618,arunachal-pradesh,2020,3,lower subansiri district,6456,117359
619,arunachal-pradesh,2020,3,tirap district,6119,125437
620,arunachal-pradesh,2020,3,papum pare district,69419,1157730
621,arunachal-pradesh,2020,3,anjaw district,2226,42320
622,arunachal-pradesh,2020,3,lower siang district,2983,51520
623,arunachal-pradesh,2020,3,dibang valley district,411,4634
624,arunachal-pradesh,2020,3,west kameng district,17636,461190
625,arunachal-pradesh,2020,3,shi yomi district,337,2788
626,arunachal-pradesh,2020,3,east kameng district,3169,63062
627,arunachal-pradesh,2020,3,lohit district,11755,264444
628,arunachal-pradesh,2020,3,lepa rada district,2304,47233
629,arunachal-pradesh,2020,3,lower dibang valley district,6799,117752
630,arunachal-pradesh,2020,3,longding district,3277,91330
631,arunachal-pradesh,2020,3,west siang district,8623,158496
632,arunachal-pradesh,2020,3,kamle district,639,12196
633,arunachal-pradesh,2020,3,upper siang district,3011,59246
634,arunachal-pradesh,2020,3,kurung kumey district,1025,18583
635,arunachal-pradesh,2020,3,siang district,2225,42723
636,arunachal-pradesh,2020,3,kra daadi district,1026,29126
637,arunachal-pradesh,2020,3,changlang district,16385,326045
638,arunachal-pradesh,2020,3,pakke kessang district,508,11721
639,arunachal-pradesh,2020,3,east siang district,15921,302165
640,arunachal-pradesh,2020,3,upper subansiri district,5295,106598
641,arunachal-pradesh,2020,3,tawang district,9944,224583
642,arunachal-pradesh,2020,3,namsai district,8553,165140
643,arunachal-pradesh,2020,4,lower subansiri district,7388,124398
644,arunachal-pradesh,2020,4,tirap district,6805,134124
645,arunachal-pradesh,2020,4,papum pare district,77936,1397025
646,arunachal-pradesh,2020,4,anjaw district,2485,61121
647,arunachal-pradesh,2020,4,lower siang district,3320,54476
648,arunachal-pradesh,2020,4,dibang valley district,444,7677
649,arunachal-pradesh,2020,4,west kameng district,19464,455337
650,arunachal-pradesh,2020,4,shi yomi district,370,5847
651,arunachal-pradesh,2020,4,east kameng district,3638,62876
652,arunachal-pradesh,2020,4,lohit district,13126,285992
653,arunachal-pradesh,2020,4,lepa rada district,2735,57036
654,arunachal-pradesh,2020,4,lower dibang valley district,7693,132469
655,arunachal-pradesh,2020,4,longding district,3753,87881
656,arunachal-pradesh,2020,4,west siang district,9911,180696
657,arunachal-pradesh,2020,4,kamle district,745,14866
658,arunachal-pradesh,2020,4,upper siang district,3497,80140
659,arunachal-pradesh,2020,4,kurung kumey district,1173,21168
660,arunachal-pradesh,2020,4,siang district,2635,48090
661,arunachal-pradesh,2020,4,kra daadi district,1141,27924
662,arunachal-pradesh,2020,4,changlang district,18203,320708
663,arunachal-pradesh,2020,4,pakke kessang district,593,11458
664,arunachal-pradesh,2020,4,east siang district,17822,349321
665,arunachal-pradesh,2020,4,upper subansiri district,6069,125505
666,arunachal-pradesh,2020,4,tawang district,10909,249095
667,arunachal-pradesh,2020,4,namsai district,9437,177437
668,arunachal-pradesh,2021,1,lower subansiri district,8044,136547
669,arunachal-pradesh,2021,1,tirap district,7376,136247
670,arunachal-pradesh,2021,1,papum pare district,84715,1553363
671,arunachal-pradesh,2021,1,anjaw district,2660,55283
672,arunachal-pradesh,2021,1,lower siang district,3594,61226
673,arunachal-pradesh,2021,1,dibang valley district,478,9538
674,arunachal-pradesh,2021,1,west kameng district,21027,483047
675,arunachal-pradesh,2021,1,shi yomi district,390,7228
676,arunachal-pradesh,2021,1,east kameng district,3990,69455
677,arunachal-pradesh,2021,1,lohit district,14231,295880
678,arunachal-pradesh,2021,1,lepa rada district,3008,68424
679,arunachal-pradesh,2021,1,lower dibang valley district,8402,145425
680,arunachal-pradesh,2021,1,longding district,4117,92482
681,arunachal-pradesh,2021,1,west siang district,10836,191242
682,arunachal-pradesh,2021,1,kamle district,814,16142
683,arunachal-pradesh,2021,1,upper siang district,3847,87503
684,arunachal-pradesh,2021,1,kurung kumey district,1287,25911
685,arunachal-pradesh,2021,1,siang district,2878,56271
686,arunachal-pradesh,2021,1,kra daadi district,1244,30137
687,arunachal-pradesh,2021,1,changlang district,19716,344148
688,arunachal-pradesh,2021,1,pakke kessang district,647,14995
689,arunachal-pradesh,2021,1,east siang district,19342,363085
690,arunachal-pradesh,2021,1,upper subansiri district,6577,122422
691,arunachal-pradesh,2021,1,tawang district,11778,230123
692,arunachal-pradesh,2021,1,namsai district,10242,200584
693,arunachal-pradesh,2021,2,lower subansiri district,8685,444426
694,arunachal-pradesh,2021,2,tirap district,7955,547430
695,arunachal-pradesh,2021,2,papum pare district,90871,1786163
696,arunachal-pradesh,2021,2,anjaw district,2866,174807
697,arunachal-pradesh,2021,2,lower siang district,3872,246789
698,arunachal-pradesh,2021,2,dibang valley district,516,77457
699,arunachal-pradesh,2021,2,west kameng district,22625,1490269
700,arunachal-pradesh,2021,2,shi yomi district,430,99619
701,arunachal-pradesh,2021,2,east kameng district,4314,221705
702,arunachal-pradesh,2021,2,lohit district,15360,1008718
703,arunachal-pradesh,2021,2,lepa rada district,3249,228236
704,arunachal-pradesh,2021,2,lower dibang valley district,9094,434361
705,arunachal-pradesh,2021,2,longding district,4456,495881
706,arunachal-pradesh,2021,2,west siang district,11657,467127
707,arunachal-pradesh,2021,2,kamle district,883,164726
708,arunachal-pradesh,2021,2,upper siang district,4145,428792
709,arunachal-pradesh,2021,2,kurung kumey district,1398,201782
710,arunachal-pradesh,2021,2,siang district,3116,410979
711,arunachal-pradesh,2021,2,kra daadi district,1353,150762
712,arunachal-pradesh,2021,2,changlang district,21404,1212334
713,arunachal-pradesh,2021,2,pakke kessang district,702,156638
714,arunachal-pradesh,2021,2,east siang district,20817,855042
715,arunachal-pradesh,2021,2,upper subansiri district,7057,293916
716,arunachal-pradesh,2021,2,tawang district,12636,830993
717,arunachal-pradesh,2021,2,namsai district,11111,596897
718,arunachal-pradesh,2021,3,lower subansiri district,9451,558377
719,arunachal-pradesh,2021,3,tirap district,8665,578706
720,arunachal-pradesh,2021,3,papum pare district,97854,2308276
721,arunachal-pradesh,2021,3,anjaw district,3099,267726
722,arunachal-pradesh,2021,3,lower siang district,4229,347190
723,arunachal-pradesh,2021,3,dibang valley district,571,113574
724,arunachal-pradesh,2021,3,west kameng district,24489,2155265
725,arunachal-pradesh,2021,3,shi yomi district,473,181457
726,arunachal-pradesh,2021,3,east kameng district,4671,265900
727,arunachal-pradesh,2021,3,lohit district,16680,1408514
728,arunachal-pradesh,2021,3,lepa rada district,3527,264771
729,arunachal-pradesh,2021,3,lower dibang valley district,9920,581463
730,arunachal-pradesh,2021,3,longding district,4890,594284
731,arunachal-pradesh,2021,3,west siang district,12616,544772
