,state,year,quater,district,transaction_count,transaction_amount
9283,maharashtra,2023,3,gondia district,10129312,15600745253.0
9284,maharashtra,2023,3,ahmednagar district,97743482,150892376443.0
9285,maharashtra,2023,3,pune district,625390706,593994260196.0
9286,maharashtra,2023,3,beed district,39245244,62312021984.0
9287,maharashtra,2023,3,satara district,42878605,54211466626.0
9288,manipur,2018,1,kangpokpi district,4187,12129421.383849183
9289,manipur,2018,1,noney district,646,747261.2810295916
9290,manipur,2018,1,imphal east district,21960,26028937.81002756
9291,manipur,2018,1,thoubal district,8288,8366772.887529282
9292,manipur,2018,1,kakching district,1622,1924584.2384454876
9293,manipur,2018,1,jiribam district,1305,3564799.4519929583
9294,manipur,2018,1,ukhrul district,1399,1647288.6651835062
9295,manipur,2018,1,tamenglong district,1007,1709209.2458958817
9296,manipur,2018,1,kamjong district,329,236107.7403536682
9297,manipur,2018,1,chandel district,880,1376995.1405003848
9298,manipur,2018,1,bishnupur district,7005,11341627.667845085
9299,manipur,2018,1,senapati district,613,577840.1682329748
9300,manipur,2018,1,pherzawl district,2,778.0896294258192
9301,manipur,2018,1,churachandpur district,4081,11708258.721273843
9302,manipur,2018,1,tengnoupal district,882,660028.7721459618
9303,manipur,2018,1,imphal west district,29863,46026262.666274294
9304,manipur,2018,2,kangpokpi district,6741,20315625.91653779
9305,manipur,2018,2,noney district,1051,2486030.8565162863
9306,manipur,2018,2,imphal east district,42065,54561898.7454827
9307,manipur,2018,2,thoubal district,20689,17968719.216563758
9308,manipur,2018,2,kakching district,3879,6411513.656549769
9309,manipur,2018,2,jiribam district,2710,6467614.407545684
9310,manipur,2018,2,ukhrul district,2800,6394470.819340965
9311,manipur,2018,2,tamenglong district,1714,4747280.086110413
9312,manipur,2018,2,kamjong district,340,446574.11265748634
9313,manipur,2018,2,chandel district,1619,3525831.9511511945
9314,manipur,2018,2,bishnupur district,11338,19352100.53894212
9315,manipur,2018,2,senapati district,970,2034357.3575923673
9316,manipur,2018,2,pherzawl district,11,1036.3525697348664
9317,manipur,2018,2,churachandpur district,7110,18055703.27078783
9318,manipur,2018,2,tengnoupal district,2080,6077962.2428630125
9319,manipur,2018,2,imphal west district,46604,84363001.78828333
9320,manipur,2018,3,kangpokpi district,9151,27937402.09243063
9321,manipur,2018,3,noney district,1636,3959453.6371438224
9322,manipur,2018,3,imphal east district,60511,89605715.78431109
9323,manipur,2018,3,thoubal district,19399,34092748.23724542
9324,manipur,2018,3,kakching district,4590,9968419.417644013
9325,manipur,2018,3,jiribam district,3959,6601625.253335206
9326,manipur,2018,3,ukhrul district,3600,9802720.723219434
9327,manipur,2018,3,tamenglong district,2829,6192820.941522401
9328,manipur,2018,3,kamjong district,349,673262.7657017015
9329,manipur,2018,3,chandel district,2591,5588239.711362864
9330,manipur,2018,3,bishnupur district,13649,24368236.711014666
9331,manipur,2018,3,senapati district,1416,2555370.7700600782
9332,manipur,2018,3,pherzawl district,48,97583.08278583639
9333,manipur,2018,3,churachandpur district,8671,27468832.413289707
9334,manipur,2018,3,tengnoupal district,3282,13385091.180977922
9335,manipur,2018,3,imphal west district,53577,121033722.07207742
9336,manipur,2018,4,kangpokpi district,13325,42081524.606101125
9337,manipur,2018,4,noney district,2598,7315230.191123211
9338,manipur,2018,4,imphal east district,54610,129176222.41262636
9339,manipur,2018,4,thoubal district,24817,52899731.29086943
9340,manipur,2018,4,kakching district,6508,13429124.004544508
9341,manipur,2018,4,jiribam district,5444,13414981.155959103
9342,manipur,2018,4,ukhrul district,4538,15201316.568829268
9343,manipur,2018,4,tamenglong district,4866,13057576.00717781
9344,manipur,2018,4,kamjong district,845,2822478.1128238714
9345,manipur,2018,4,chandel district,4425,13092276.488481913
9346,manipur,2018,4,bishnupur district,19048,37263259.12396772
9347,manipur,2018,4,senapati district,2902,7569372.186811532
9348,manipur,2018,4,pherzawl district,112,103445.61904358957
9349,manipur,2018,4,churachandpur district,14801,54503246.75234864
9350,manipur,2018,4,tengnoupal district,5426,22155446.62844094
9351,manipur,2018,4,imphal west district,71845,181598328.15686062
9352,manipur,2019,1,kangpokpi district,15937,42225052.52830845
9353,manipur,2019,1,noney district,3526,7995454.9708068315
9354,manipur,2019,1,imphal east district,65076,147611078.93080652
9355,manipur,2019,1,thoubal district,24257,47210976.00123881
9356,manipur,2019,1,kakching district,6683,13774811.29579331
9357,manipur,2019,1,jiribam district,5957,16988787.69086654
9358,manipur,2019,1,ukhrul district,6222,16838560.88842248
9359,manipur,2019,1,tamenglong district,6373,13975000.543136504
9360,manipur,2019,1,kamjong district,994,2575925.7869967697
9361,manipur,2019,1,chandel district,4711,14267105.401719613
9362,manipur,2019,1,bishnupur district,19486,48193281.39036342
9363,manipur,2019,1,senapati district,3382,7787710.744660139
9364,manipur,2019,1,pherzawl district,189,363380.8157813267
9365,manipur,2019,1,churachandpur district,16940,53360483.20022403
9366,manipur,2019,1,tengnoupal district,6064,21054191.304917272
9367,manipur,2019,1,imphal west district,79612,205676258.93003774
9368,manipur,2019,2,kangpokpi district,16230,47129360.10420917
9369,manipur,2019,2,noney district,3382,10075253.477492668
9370,manipur,2019,2,imphal east district,60830,163251483.39407197
9371,manipur,2019,2,thoubal district,20528,50609235.60475471
9372,manipur,2019,2,kakching district,6912,16106582.072259707
9373,manipur,2019,2,jiribam district,6285,17270321.134957515
9374,manipur,2019,2,ukhrul district,7984,21521804.282437492
9375,manipur,2019,2,tamenglong district,5763,15814788.021049991
9376,manipur,2019,2,kamjong district,974,3032919.691310563
9377,manipur,2019,2,chandel district,5816,18618364.598585922
9378,manipur,2019,2,bishnupur district,17577,41645991.98921693
9379,manipur,2019,2,senapati district,4057,9803824.584911618
9380,manipur,2019,2,pherzawl district,226,354755.2995869209
9381,manipur,2019,2,churachandpur district,15958,52974898.07418257
9382,manipur,2019,2,tengnoupal district,6226,22523708.105631053
9383,manipur,2019,2,imphal west district,78677,232056651.71484104
9384,manipur,2019,3,kangpokpi district,23953,61269618.190953486
9385,manipur,2019,3,noney district,4592,10163311.001115777
9386,manipur,2019,3,imphal east district,79728,206224069.84990168
9387,manipur,2019,3,thoubal district,25149,56874722.875841096
9388,manipur,2019,3,kakching district,10786,21658629.891090117
9389,manipur,2019,3,jiribam district,6684,15754766.096758239
9390,manipur,2019,3,ukhrul district,11017,25516446.138604183
9391,manipur,2019,3,tamenglong district,9939,22282886.130792048
9392,manipur,2019,3,kamjong district,1537,3909906.0631627766
9393,manipur,2019,3,chandel district,9230,20201420.061846673
9394,manipur,2019,3,bishnupur district,23755,49667965.86779255
9395,manipur,2019,3,senapati district,5730,12992196.559651546
9396,manipur,2019,3,pherzawl district,370,763600.6287200841
9397,manipur,2019,3,churachandpur district,23946,67550608.43753463
9398,manipur,2019,3,tengnoupal district,7570,21841055.2655591
9399,manipur,2019,3,imphal west district,101022,266880799.50360966
9400,manipur,2019,4,kangpokpi district,28686,74931231.19366804
9401,manipur,2019,4,noney district,6326,14165358.767545234
9402,manipur,2019,4,imphal east district,96589,249197379.8585516
9403,manipur,2019,4,thoubal district,32971,73727196.96627039
9404,manipur,2019,4,kakching district,12984,31541265.82204684
9405,manipur,2019,4,jiribam district,7943,19814795.854595695
9406,manipur,2019,4,ukhrul district,12148,33065935.196690496
9407,manipur,2019,4,tamenglong district,11954,27326669.899029642
9408,manipur,2019,4,kamjong district,1618,5668618.53808438
9409,manipur,2019,4,chandel district,11650,30393939.871451408
9410,manipur,2019,4,bishnupur district,31835,72704593.78015086
9411,manipur,2019,4,senapati district,7994,15860386.82079871
9412,manipur,2019,4,pherzawl district,537,1737007.4828713536
9413,manipur,2019,4,churachandpur district,26420,76031748.45585427
9414,manipur,2019,4,tengnoupal district,9616,28805257.528178874
9415,manipur,2019,4,imphal west district,150073,445926296.0528502
9416,manipur,2020,1,kangpokpi district,33643,81400323.90620552
9417,manipur,2020,1,noney district,8941,23331883.38449249
9418,manipur,2020,1,imphal east district,97573,222479758.42504126
9419,manipur,2020,1,thoubal district,40558,92413414.3395817
9420,manipur,2020,1,kakching district,16690,37525920.22436564
9421,manipur,2020,1,jiribam district,8704,20332072.3920429
9422,manipur,2020,1,ukhrul district,13355,30659040.231015503
9423,manipur,2020,1,tamenglong district,14451,31491246.17045552
9424,manipur,2020,1,kamjong district,2768,6910208.366847619
9425,manipur,2020,1,chandel district,13716,31278977.085135248
9426,manipur,2020,1,bishnupur district,40172,83818557.86725357
9427,manipur,2020,1,senapati district,9922,18344875.736180037
9428,manipur,2020,1,pherzawl district,982,1624394.409407775
9429,manipur,2020,1,churachandpur district,33637,84566221.4462608
9430,manipur,2020,1,tengnoupal district,12297,33219739.526860353
9431,manipur,2020,1,imphal west district,471392,1799193747.3658047
9432,manipur,2020,2,kangpokpi district,48617,105034881.03695941
9433,manipur,2020,2,noney district,14604,44082720.741025195
9434,manipur,2020,2,imphal east district,127255,269647863.43556607
9435,manipur,2020,2,thoubal district,66183,158615301.51328385
9436,manipur,2020,2,kakching district,30404,53791181.45126964
9437,manipur,2020,2,jiribam district,13861,28862256.51424871
9438,manipur,2020,2,ukhrul district,24243,43560417.96634197
9439,manipur,2020,2,tamenglong district,21294,47020896.803083815
9440,manipur,2020,2,kamjong district,4430,11168145.844261197
9441,manipur,2020,2,chandel district,21517,49008541.100852005
9442,manipur,2020,2,bishnupur district,70841,142299534.95281482
9443,manipur,2020,2,senapati district,17187,27792929.58458709
9444,manipur,2020,2,pherzawl district,1363,4220742.5953207435
9445,manipur,2020,2,churachandpur district,50818,128936170.25492851
9446,manipur,2020,2,tengnoupal district,18676,50033115.318425305
9447,manipur,2020,2,imphal west district,551775,2034861513.6925411
9448,manipur,2020,3,kangpokpi district,56646,141494952.88474357
9449,manipur,2020,3,noney district,12955,42576247.00801732
9450,manipur,2020,3,imphal east district,148992,357420385.46601486
9451,manipur,2020,3,thoubal district,75667,178314817.40950677
9452,manipur,2020,3,kakching district,33268,72744605.62932977
9453,manipur,2020,3,jiribam district,17173,44785891.80461171
9454,manipur,2020,3,ukhrul district,27857,63120519.96337035
9455,manipur,2020,3,tamenglong district,24595,57102594.74572652
9456,manipur,2020,3,kamjong district,5040,16944663.485157657
9457,manipur,2020,3,chandel district,25158,63504521.07112962
9458,manipur,2020,3,bishnupur district,82097,178752852.0332132
9459,manipur,2020,3,senapati district,22336,47618195.960208856
9460,manipur,2020,3,pherzawl district,2016,4920973.997680077
9461,manipur,2020,3,churachandpur district,61160,179008408.76793516
9462,manipur,2020,3,tengnoupal district,19244,50761115.422037035
9463,manipur,2020,3,imphal west district,805964,3116905375.2218285
9464,manipur,2020,4,kangpokpi district,74472,216458503.28856832
9465,manipur,2020,4,noney district,14618,52819316.83640482
9466,manipur,2020,4,imphal east district,179438,524041651.00012255
9467,manipur,2020,4,thoubal district,87208,249311101.38298762
9468,manipur,2020,4,kakching district,37180,96767393.90324815
9469,manipur,2020,4,jiribam district,19898,56276520.99872882
9470,manipur,2020,4,ukhrul district,32947,91688189.17603046
9471,manipur,2020,4,tamenglong district,27674,77956516.78360562
9472,manipur,2020,4,kamjong district,6676,21815826.79135724
9473,manipur,2020,4,chandel district,31540,90473275.49273106
9474,manipur,2020,4,bishnupur district,95869,267444206.38869548
9475,manipur,2020,4,senapati district,27636,79537295.38666978
9476,manipur,2020,4,pherzawl district,2329,4810299.528864712
9477,manipur,2020,4,churachandpur district,71693,243354880.54309082
9478,manipur,2020,4,tengnoupal district,23797,81989716.00595729
9479,manipur,2020,4,imphal west district,894877,3447479864.9516916
9480,manipur,2021,1,kangpokpi district,63234,205050443.8236801
9481,manipur,2021,1,noney district,12635,47249169.68840321
9482,manipur,2021,1,imphal east district,161841,530028907.0928848
9483,manipur,2021,1,thoubal district,72593,240713473.6681419
9484,manipur,2021,1,kakching district,29803,92307870.36114596
9485,manipur,2021,1,jiribam district,16697,58448279.737162024
9486,manipur,2021,1,ukhrul district,22415,68745913.46443734
9487,manipur,2021,1,tamenglong district,20962,72960342.05136192
9488,manipur,2021,1,kamjong district,6312,24926447.76105148
9489,manipur,2021,1,chandel district,23884,80445733.20656839
9490,manipur,2021,1,bishnupur district,73777,255486792.7272072
9491,manipur,2021,1,senapati district,22025,73777202.5143657
9492,manipur,2021,1,pherzawl district,1714,4788028.467703758
9493,manipur,2021,1,churachandpur district,62755,250250943.40948159
9494,manipur,2021,1,tengnoupal district,19430,102554591.19717449
9495,manipur,2021,1,imphal west district,1693458,4962553375.308464
9496,manipur,2021,2,kangpokpi district,78765,236369410.09906262
9497,manipur,2021,2,noney district,13296,49460189.27496501
9498,manipur,2021,2,imphal east district,179337,491977805.9791717
9499,manipur,2021,2,thoubal district,91264,268514237.48815316
9500,manipur,2021,2,kakching district,37444,92311646.34027098
9501,manipur,2021,2,jiribam district,21823,67560643.64335921
9502,manipur,2021,2,ukhrul district,28524,81225585.7217874
9503,manipur,2021,2,tamenglong district,24852,77929754.45097202
9504,manipur,2021,2,kamjong district,6983,31394830.195748344
9505,manipur,2021,2,chandel district,29178,90054101.93360364
9506,manipur,2021,2,bishnupur district,89095,260900495.16290623
9507,manipur,2021,2,senapati district,25681,70219657.8819672
9508,manipur,2021,2,pherzawl district,1842,5443830.799674254
9509,manipur,2021,2,churachandpur district,80524,273962339.3949944
9510,manipur,2021,2,tengnoupal district,23771,94806974.44450317
9511,manipur,2021,2,imphal west district,2353896,5697696459.585503
9512,manipur,2021,3,kangpokpi district,94883,299760833.40438926
9513,manipur,2021,3,noney district,16371,63161488.24690456
9514,manipur,2021,3,imphal east district,226128,705081475.2381085
9515,manipur,2021,3,thoubal district,113257,363547884.1177802
9516,manipur,2021,3,kakching district,44277,128692670.00805303
9517,manipur,2021,3,jiribam district,26615,80773937.39020777
