,state,year,quater,district,transaction_count,transaction_amount
5437,jammu-&-kashmir,2021,3,srinagar district,2196468,5510884597.059817
5438,jammu-&-kashmir,2021,3,baramulla district,647847,1285810267.7066154
5439,jammu-&-kashmir,2021,3,jammu district,5192026,13867943225.785107
5440,jammu-&-kashmir,2021,3,ganderbal district,176334,338209062.1399027
5441,jammu-&-kashmir,2021,3,udhampur district,476615,1090587535.866065
5442,jammu-&-kashmir,2021,3,bandipore district,177163,340899753.33691466
5443,jammu-&-kashmir,2021,3,reasi district,247073,542552590.7556257
5444,jammu-&-kashmir,2021,3,shopian district,124570,229098781.19403479
5445,jammu-&-kashmir,2021,3,poonch district,182447,520994995.97337115
5446,jammu-&-kashmir,2021,3,kathua district,399722,762622103.9071403
5447,jammu-&-kashmir,2021,3,kishtwar district,96068,208106532.42523685
5448,jammu-&-kashmir,2021,3,pulwama district,393629,826511580.0632427
5449,jammu-&-kashmir,2021,3,ramban district,157474,367286361.96328044
5450,jammu-&-kashmir,2021,3,rajouri district,289081,823624344.2157102
5451,jammu-&-kashmir,2021,3,kulgam district,223401,360260919.092471
5452,jammu-&-kashmir,2021,3,budgam district,545818,1112797675.6615355
5453,jammu-&-kashmir,2021,3,anantnag district,580106,938064508.2337394
5454,jammu-&-kashmir,2021,3,kupwara district,477130,1133802686.4410892
5455,jammu-&-kashmir,2021,4,muzaffarabad district,5831,21241442.22450836
5456,jammu-&-kashmir,2021,4,doda district,235025,435237678.46631306
5457,jammu-&-kashmir,2021,4,samba district,492079,1144805603.769711
5458,jammu-&-kashmir,2021,4,mirpur district,39050,142452278.94317237
5459,jammu-&-kashmir,2021,4,srinagar district,2900577,7232270069.006123
5460,jammu-&-kashmir,2021,4,baramulla district,787593,1567275687.193142
5461,jammu-&-kashmir,2021,4,jammu district,6639541,16627649138.408905
5462,jammu-&-kashmir,2021,4,ganderbal district,211443,370559306.14335734
5463,jammu-&-kashmir,2021,4,udhampur district,621122,1409015376.0471456
5464,jammu-&-kashmir,2021,4,bandipore district,230443,426224671.10234237
5465,jammu-&-kashmir,2021,4,reasi district,332221,721602756.4764307
5466,jammu-&-kashmir,2021,4,shopian district,158150,324099702.9246179
5467,jammu-&-kashmir,2021,4,poonch district,224247,610046677.2859366
5468,jammu-&-kashmir,2021,4,kathua district,528207,1082468701.539606
5469,jammu-&-kashmir,2021,4,kishtwar district,120885,242172974.0745622
5470,jammu-&-kashmir,2021,4,pulwama district,462342,988006961.9135485
5471,jammu-&-kashmir,2021,4,ramban district,199682,423301690.5890018
5472,jammu-&-kashmir,2021,4,rajouri district,363872,998884379.6677287
5473,jammu-&-kashmir,2021,4,kulgam district,279358,450818697.9289175
5474,jammu-&-kashmir,2021,4,budgam district,678080,1358477847.9462016
5475,jammu-&-kashmir,2021,4,anantnag district,683078,1035794983.4736751
5476,jammu-&-kashmir,2021,4,kupwara district,597802,1313830800.64671
5477,jammu-&-kashmir,2022,1,muzaffarabad district,5151,19960049.91358368
5478,jammu-&-kashmir,2022,1,doda district,243924,421316780.2833054
5479,jammu-&-kashmir,2022,1,samba district,588078,1229539785.5198188
5480,jammu-&-kashmir,2022,1,mirpur district,38244,124084071.18939105
5481,jammu-&-kashmir,2022,1,srinagar district,2743701,5949336258.494824
5482,jammu-&-kashmir,2022,1,baramulla district,877608,1607194898.3390284
5483,jammu-&-kashmir,2022,1,jammu district,5510056,11881749307.528316
5484,jammu-&-kashmir,2022,1,ganderbal district,210863,345901039.9280174
5485,jammu-&-kashmir,2022,1,udhampur district,729905,1568037829.8497906
5486,jammu-&-kashmir,2022,1,bandipore district,259483,442350711.2491821
5487,jammu-&-kashmir,2022,1,reasi district,362457,730878668.0515049
5488,jammu-&-kashmir,2022,1,shopian district,162032,256594552.48595798
5489,jammu-&-kashmir,2022,1,poonch district,242450,638025507.382849
5490,jammu-&-kashmir,2022,1,kathua district,608852,1177353985.585809
5491,jammu-&-kashmir,2022,1,kishtwar district,142061,253794904.9452212
5492,jammu-&-kashmir,2022,1,pulwama district,508605,1004677770.5886711
5493,jammu-&-kashmir,2022,1,ramban district,212611,426250571.16478634
5494,jammu-&-kashmir,2022,1,rajouri district,397302,1014911355.8101926
5495,jammu-&-kashmir,2022,1,kulgam district,300260,402883161.9725286
5496,jammu-&-kashmir,2022,1,budgam district,718312,1319712135.4938066
5497,jammu-&-kashmir,2022,1,anantnag district,728868,1032527025.5719063
5498,jammu-&-kashmir,2022,1,kupwara district,654488,1300783254.8105645
5499,jammu-&-kashmir,2022,2,muzaffarabad district,10444,33449179.766689982
5500,jammu-&-kashmir,2022,2,doda district,339886,563086389.1667428
5501,jammu-&-kashmir,2022,2,samba district,783532,1573110669.1012697
5502,jammu-&-kashmir,2022,2,mirpur district,56603,166355428.48376888
5503,jammu-&-kashmir,2022,2,srinagar district,4660647,9640282801.134443
5504,jammu-&-kashmir,2022,2,baramulla district,1226879,2154959862.6085277
5505,jammu-&-kashmir,2022,2,jammu district,7441002,14880950856.224466
5506,jammu-&-kashmir,2022,2,ganderbal district,408175,736411674.659951
5507,jammu-&-kashmir,2022,2,udhampur district,947548,1877648827.4614248
5508,jammu-&-kashmir,2022,2,bandipore district,360875,621882624.2601936
5509,jammu-&-kashmir,2022,2,reasi district,548687,1063805328.4910237
5510,jammu-&-kashmir,2022,2,shopian district,268677,434290103.6395203
5511,jammu-&-kashmir,2022,2,poonch district,357832,884012060.8643444
5512,jammu-&-kashmir,2022,2,kathua district,817009,1514113031.121934
5513,jammu-&-kashmir,2022,2,kishtwar district,188126,322575247.5125381
5514,jammu-&-kashmir,2022,2,pulwama district,790442,1527002272.083313
5515,jammu-&-kashmir,2022,2,ramban district,320262,607095737.0299164
5516,jammu-&-kashmir,2022,2,rajouri district,565064,1321641184.8698494
5517,jammu-&-kashmir,2022,2,kulgam district,479844,650870806.9906567
5518,jammu-&-kashmir,2022,2,budgam district,1052343,1977187447.2169597
5519,jammu-&-kashmir,2022,2,anantnag district,1214291,1884518051.065606
5520,jammu-&-kashmir,2022,2,kupwara district,975579,1819041252.88245
5521,jammu-&-kashmir,2022,3,muzaffarabad district,12533,36613737.026607536
5522,jammu-&-kashmir,2022,3,doda district,373904,609472501.3634437
5523,jammu-&-kashmir,2022,3,samba district,842829,1581915447.7990084
5524,jammu-&-kashmir,2022,3,mirpur district,57562,165963511.14880985
5525,jammu-&-kashmir,2022,3,srinagar district,2447805,4804161643.106109
5526,jammu-&-kashmir,2022,3,baramulla district,1311393,2203515919.7910256
5527,jammu-&-kashmir,2022,3,jammu district,7526503,13607597636.170393
5528,jammu-&-kashmir,2022,3,ganderbal district,472648,930632192.6087635
5529,jammu-&-kashmir,2022,3,udhampur district,997199,1863833971.9477148
5530,jammu-&-kashmir,2022,3,bandipore district,386029,668983199.9584781
5531,jammu-&-kashmir,2022,3,reasi district,570648,1072011932.774343
5532,jammu-&-kashmir,2022,3,shopian district,320567,501659068.4017532
5533,jammu-&-kashmir,2022,3,poonch district,388681,897489057.0183108
5534,jammu-&-kashmir,2022,3,kathua district,834884,1473463666.339784
5535,jammu-&-kashmir,2022,3,kishtwar district,225295,396196222.3084749
5536,jammu-&-kashmir,2022,3,pulwama district,847472,1623093820.1695747
5537,jammu-&-kashmir,2022,3,ramban district,366778,680698346.3950101
5538,jammu-&-kashmir,2022,3,rajouri district,579577,1320001714.339793
5539,jammu-&-kashmir,2022,3,kulgam district,539004,763535701.9158515
5540,jammu-&-kashmir,2022,3,budgam district,1140418,1992489881.6152542
5541,jammu-&-kashmir,2022,3,anantnag district,1263844,1939518538.6283112
5542,jammu-&-kashmir,2022,3,kupwara district,1028821,1830706791.4213793
5543,jammu-&-kashmir,2022,4,muzaffarabad district,14832,35055780.855990365
5544,jammu-&-kashmir,2022,4,doda district,513476,629795395.8400228
5545,jammu-&-kashmir,2022,4,samba district,1025985,1822006887.441403
5546,jammu-&-kashmir,2022,4,mirpur district,72961,184917178.2132864
5547,jammu-&-kashmir,2022,4,srinagar district,3176470,5356773720.96018
5548,jammu-&-kashmir,2022,4,baramulla district,1599504,2370515820.01391
5549,jammu-&-kashmir,2022,4,jammu district,9213783,15674936388.296492
5550,jammu-&-kashmir,2022,4,ganderbal district,411732,597517710.9861526
5551,jammu-&-kashmir,2022,4,udhampur district,1227109,2035000646.9887607
5552,jammu-&-kashmir,2022,4,bandipore district,451513,626896193.6954811
5553,jammu-&-kashmir,2022,4,reasi district,700011,1146621584.5183542
5554,jammu-&-kashmir,2022,4,shopian district,402989,610805803.8629034
5555,jammu-&-kashmir,2022,4,poonch district,538857,1050594398.560792
5556,jammu-&-kashmir,2022,4,kathua district,1035799,1765328885.276795
5557,jammu-&-kashmir,2022,4,kishtwar district,283374,387202223.58237594
5558,jammu-&-kashmir,2022,4,pulwama district,963378,1594427876.0287037
5559,jammu-&-kashmir,2022,4,ramban district,438060,692350601.4061894
5560,jammu-&-kashmir,2022,4,rajouri district,726588,1476623503.222388
5561,jammu-&-kashmir,2022,4,kulgam district,654424,837066487.4013662
5562,jammu-&-kashmir,2022,4,budgam district,1306982,1932170615.5444055
5563,jammu-&-kashmir,2022,4,anantnag district,1338553,1684090753.6075988
5564,jammu-&-kashmir,2022,4,kupwara district,1219778,1804597459.1902237
5565,jammu-&-kashmir,2023,1,muzaffarabad district,20128,51235460.0
5566,jammu-&-kashmir,2023,1,doda district,865832,963594006.0
5567,jammu-&-kashmir,2023,1,samba district,1784289,2881890615.0
5568,jammu-&-kashmir,2023,1,mirpur district,126701,289931459.0
5569,jammu-&-kashmir,2023,1,srinagar district,3695677,5650181266.0
5570,jammu-&-kashmir,2023,1,baramulla district,2752305,3542417579.0
5571,jammu-&-kashmir,2023,1,jammu district,10062633,15395688639.0
5572,jammu-&-kashmir,2023,1,ganderbal district,644922,800267495.0
5573,jammu-&-kashmir,2023,1,udhampur district,2150992,3199398064.0
5574,jammu-&-kashmir,2023,1,bandipore district,754833,915148396.0
5575,jammu-&-kashmir,2023,1,reasi district,1233189,1862756570.0
5576,jammu-&-kashmir,2023,1,shopian district,623973,739993898.0
5577,jammu-&-kashmir,2023,1,poonch district,897818,1517844484.0
5578,jammu-&-kashmir,2023,1,kathua district,1772544,2772584597.0
5579,jammu-&-kashmir,2023,1,kishtwar district,487478,569176836.0
5580,jammu-&-kashmir,2023,1,pulwama district,1576453,2301558160.0
5581,jammu-&-kashmir,2023,1,ramban district,772706,1041150660.0
5582,jammu-&-kashmir,2023,1,rajouri district,1314677,2352043692.0
5583,jammu-&-kashmir,2023,1,kulgam district,1057703,1040759344.0
5584,jammu-&-kashmir,2023,1,budgam district,2135840,2875364245.0
5585,jammu-&-kashmir,2023,1,anantnag district,2186498,2447319229.0
5586,jammu-&-kashmir,2023,1,kupwara district,2010053,2711442887.0
5587,jammu-&-kashmir,2023,2,muzaffarabad district,35337,65849840.0
5588,jammu-&-kashmir,2023,2,doda district,1230358,1389627752.0
5589,jammu-&-kashmir,2023,2,samba district,2462291,3578070894.0
5590,jammu-&-kashmir,2023,2,mirpur district,183099,376011800.0
5591,jammu-&-kashmir,2023,2,srinagar district,5798618,9057848812.0
5592,jammu-&-kashmir,2023,2,baramulla district,3950312,5012742718.0
5593,jammu-&-kashmir,2023,2,jammu district,12519665,18093034879.0
5594,jammu-&-kashmir,2023,2,ganderbal district,1094888,1523913758.0
5595,jammu-&-kashmir,2023,2,udhampur district,2810698,4021272291.0
5596,jammu-&-kashmir,2023,2,bandipore district,1065502,1344236762.0
5597,jammu-&-kashmir,2023,2,reasi district,1749496,2622419268.0
5598,jammu-&-kashmir,2023,2,shopian district,989787,1103187221.0
5599,jammu-&-kashmir,2023,2,poonch district,1340547,2319474214.0
5600,jammu-&-kashmir,2023,2,kathua district,2417101,3367803832.0
5601,jammu-&-kashmir,2023,2,kishtwar district,663666,813628523.0
5602,jammu-&-kashmir,2023,2,pulwama district,2254773,3358021119.0
5603,jammu-&-kashmir,2023,2,ramban district,1125339,1467712387.0
5604,jammu-&-kashmir,2023,2,rajouri district,1846860,3125635603.0
5605,jammu-&-kashmir,2023,2,kulgam district,1628248,1640404531.0
5606,jammu-&-kashmir,2023,2,budgam district,3062613,4214975804.0
5607,jammu-&-kashmir,2023,2,anantnag district,3335448,3997881663.0
5608,jammu-&-kashmir,2023,2,kupwara district,3023653,4036251709.0
5609,jammu-&-kashmir,2023,3,muzaffarabad district,43317,92613431.0
5610,jammu-&-kashmir,2023,3,doda district,1389865,1662178991.0
5611,jammu-&-kashmir,2023,3,samba district,2803963,3799380535.0
5612,jammu-&-kashmir,2023,3,mirpur district,182955,360260789.0
5613,jammu-&-kashmir,2023,3,srinagar district,7003470,9995586701.0
5614,jammu-&-kashmir,2023,3,baramulla district,4764647,5690607706.0
5615,jammu-&-kashmir,2023,3,jammu district,14432102,19883917524.0
5616,jammu-&-kashmir,2023,3,ganderbal district,1518152,2303133445.0
5617,jammu-&-kashmir,2023,3,udhampur district,3051454,4231599879.0
5618,jammu-&-kashmir,2023,3,bandipore district,1276481,1596055809.0
5619,jammu-&-kashmir,2023,3,reasi district,1898355,2602430820.0
5620,jammu-&-kashmir,2023,3,shopian district,1189432,1294714599.0
5621,jammu-&-kashmir,2023,3,poonch district,1478439,2362346048.0
5622,jammu-&-kashmir,2023,3,kathua district,2707886,3791246562.0
5623,jammu-&-kashmir,2023,3,kishtwar district,798927,1004496567.0
5624,jammu-&-kashmir,2023,3,pulwama district,2662125,3873276450.0
5625,jammu-&-kashmir,2023,3,ramban district,1292908,1777537378.0
5626,jammu-&-kashmir,2023,3,rajouri district,2098826,3436523552.0
5627,jammu-&-kashmir,2023,3,kulgam district,1931905,1983213851.0
5628,jammu-&-kashmir,2023,3,budgam district,3693931,4944326402.0
5629,jammu-&-kashmir,2023,3,anantnag district,4122154,4972376475.0
5630,jammu-&-kashmir,2023,3,kupwara district,3562285,4358324912.0
5631,jharkhand,2018,1,ramgarh district,97459,85844869.66475454
5632,jharkhand,2018,1,ranchi district,356622,434234048.4962647
5633,jharkhand,2018,1,east singhbhum district,220276,257229540.65490007
5634,jharkhand,2018,1,jamtara district,21925,37530176.98115201
5635,jharkhand,2018,1,dumka district,37867,33366389.64390042
5636,jharkhand,2018,1,koderma district,58922,76001334.68492848
5637,jharkhand,2018,1,hazaribagh district,150709,171297280.2361688
5638,jharkhand,2018,1,simdega district,6739,9328083.907140622
5639,jharkhand,2018,1,garhwa district,47858,105426064.77369875
5640,jharkhand,2018,1,saraikela kharsawan district,83449,74573902.81878725
5641,jharkhand,2018,1,gumla district,12079,15422722.31229529
5642,jharkhand,2018,1,chatra district,28364,48808252.9144469
5643,jharkhand,2018,1,khunti district,10377,12238451.413852565
5644,jharkhand,2018,1,dhanbad district,340878,271973005.2993548
5645,jharkhand,2018,1,godda district,36994,36033979.36832302
5646,jharkhand,2018,1,deoghar district,70058,91100585.73781538
5647,jharkhand,2018,1,palamu district,84608,128141542.2688809
5648,jharkhand,2018,1,latehar district,20416,35121829.70128228
5649,jharkhand,2018,1,west singhbhum district,34197,38008802.03968498
5650,jharkhand,2018,1,pakur district,17321,10639883.904580789
5651,jharkhand,2018,1,lohardaga district,15716,16349311.325518148
5652,jharkhand,2018,1,sahebganj district,30741,44038697.06983768
5653,jharkhand,2018,1,giridih district,131905,131409945.94483337
5654,jharkhand,2018,1,bokaro district,263441,210067688.75698972
5655,jharkhand,2018,2,ramgarh district,120655,173725383.96619216
5656,jharkhand,2018,2,ranchi district,501072,820976014.2247977
5657,jharkhand,2018,2,east singhbhum district,323829,467008622.29054534
5658,jharkhand,2018,2,jamtara district,33336,65954452.967897445
5659,jharkhand,2018,2,dumka district,52730,62513760.31002599
5660,jharkhand,2018,2,koderma district,78447,157457238.23045406
5661,jharkhand,2018,2,hazaribagh district,214298,371520189.2845477
5662,jharkhand,2018,2,simdega district,9842,19536971.86893055
5663,jharkhand,2018,2,garhwa district,80546,248149219.75080514
5664,jharkhand,2018,2,saraikela kharsawan district,117686,128312051.58743985
5665,jharkhand,2018,2,gumla district,18470,30300849.443379648
5666,jharkhand,2018,2,chatra district,42721,103935683.23963837
5667,jharkhand,2018,2,khunti district,14808,24028506.190518655
5668,jharkhand,2018,2,dhanbad district,520547,503649314.08955395
5669,jharkhand,2018,2,godda district,55790,94877071.5958207
5670,jharkhand,2018,2,deoghar district,96438,148363954.84218916
5671,jharkhand,2018,2,palamu district,131021,325976624.8230643
5672,jharkhand,2018,2,latehar district,31244,78012578.84608759
5673,jharkhand,2018,2,west singhbhum district,49609,69912382.99671319
5674,jharkhand,2018,2,pakur district,24613,32269216.251769222
5675,jharkhand,2018,2,lohardaga district,20959,31539375.169917487
5676,jharkhand,2018,2,sahebganj district,44517,97661893.23262924
5677,jharkhand,2018,2,giridih district,172783,267172044.8851918
5678,jharkhand,2018,2,bokaro district,396119,398722258.97476417
5679,jharkhand,2018,3,ramgarh district,264474,310366602.6469911
5680,jharkhand,2018,3,ranchi district,1040485,1373309866.0578432
5681,jharkhand,2018,3,east singhbhum district,716556,825516933.9712927
5682,jharkhand,2018,3,jamtara district,73849,76580887.24947754
5683,jharkhand,2018,3,dumka district,151655,133011457.10467342
5684,jharkhand,2018,3,koderma district,138942,249949409.4803542
5685,jharkhand,2018,3,hazaribagh district,542701,663718370.6947035
5686,jharkhand,2018,3,simdega district,13726,25648369.734839424
5687,jharkhand,2018,3,garhwa district,108433,336403685.7283772
5688,jharkhand,2018,3,saraikela kharsawan district,290800,265695487.6867497
5689,jharkhand,2018,3,gumla district,25772,42595638.74931184
5690,jharkhand,2018,3,chatra district,79849,174206860.24867332
5691,jharkhand,2018,3,khunti district,21153,44676454.34154199
5692,jharkhand,2018,3,dhanbad district,2064271,1383326534.6497746
5693,jharkhand,2018,3,godda district,74223,125755382.3951503
5694,jharkhand,2018,3,deoghar district,152113,198908051.87959886
5695,jharkhand,2018,3,palamu district,166304,405648506.51824975
5696,jharkhand,2018,3,latehar district,44859,121527383.17373994
5697,jharkhand,2018,3,west singhbhum district,79053,112805093.1913876
5698,jharkhand,2018,3,pakur district,40103,53635968.332766
5699,jharkhand,2018,3,lohardaga district,29529,51299901.60382438
5700,jharkhand,2018,3,sahebganj district,63020,126227082.25502507
5701,jharkhand,2018,3,giridih district,334079,457115389.3922781
5702,jharkhand,2018,3,bokaro district,1606672,1103642100.617909
5703,jharkhand,2018,4,ramgarh district,245189,412829670.89178383
5704,jharkhand,2018,4,ranchi district,997887,1817673935.7006779
5705,jharkhand,2018,4,east singhbhum district,616640,990453488.2225387
5706,jharkhand,2018,4,jamtara district,69899,88236099.31173173
5707,jharkhand,2018,4,dumka district,108716,130199956.43032046
5708,jharkhand,2018,4,koderma district,145018,347563723.9094753
5709,jharkhand,2018,4,hazaribagh district,454790,843013094.1120856
5710,jharkhand,2018,4,simdega district,19546,44876911.67864157
5711,jharkhand,2018,4,garhwa district,150200,498426272.61469066
5712,jharkhand,2018,4,saraikela kharsawan district,242853,296733243.1740029
5713,jharkhand,2018,4,gumla district,35436,74139877.45931
5714,jharkhand,2018,4,chatra district,99556,275373551.3442755
5715,jharkhand,2018,4,khunti district,27189,58660541.43013879
5716,jharkhand,2018,4,dhanbad district,1062585,1128043527.8329782
5717,jharkhand,2018,4,godda district,111530,195266208.56380132
5718,jharkhand,2018,4,deoghar district,152383,236116834.01685223
5719,jharkhand,2018,4,palamu district,234378,620094977.5658048
5720,jharkhand,2018,4,latehar district,69590,215459501.83440596
5721,jharkhand,2018,4,west singhbhum district,94778,161602065.21757331
5722,jharkhand,2018,4,pakur district,58677,76373283.19081725
5723,jharkhand,2018,4,lohardaga district,35604,81171963.13151148
5724,jharkhand,2018,4,sahebganj district,88654,175686520.1584292
5725,jharkhand,2018,4,giridih district,364032,575695972.035529
5726,jharkhand,2018,4,bokaro district,798913,898225421.2948879
5727,jharkhand,2019,1,ramgarh district,349693,489903880.8153255
5728,jharkhand,2019,1,ranchi district,1958897,3112736131.120337
5729,jharkhand,2019,1,east singhbhum district,909285,1244357275.145483
5730,jharkhand,2019,1,jamtara district,92090,106210459.76307851
5731,jharkhand,2019,1,dumka district,161100,170044993.11020815
5732,jharkhand,2019,1,koderma district,206484,382615731.9092488
5733,jharkhand,2019,1,hazaribagh district,658381,1096533636.5584443
5734,jharkhand,2019,1,simdega district,21230,49042353.79927784
5735,jharkhand,2019,1,garhwa district,189007,622547866.7237244
5736,jharkhand,2019,1,saraikela kharsawan district,395831,376316821.2155843
5737,jharkhand,2019,1,gumla district,44668,89190224.49664608
5738,jharkhand,2019,1,chatra district,139459,349699443.98078203
5739,jharkhand,2019,1,khunti district,36962,76762554.1396697
5740,jharkhand,2019,1,dhanbad district,1390250,1330543703.1307168
5741,jharkhand,2019,1,godda district,193681,262228609.84591857
5742,jharkhand,2019,1,deoghar district,204610,311986223.28785783
5743,jharkhand,2019,1,palamu district,336935,875063883.7575887
5744,jharkhand,2019,1,latehar district,105495,304872788.6697321
5745,jharkhand,2019,1,west singhbhum district,132348,203416567.0013063
5746,jharkhand,2019,1,pakur district,89881,101085742.56454855
5747,jharkhand,2019,1,lohardaga district,44688,101421187.79935181
5748,jharkhand,2019,1,sahebganj district,111302,229450483.51369292
5749,jharkhand,2019,1,giridih district,540524,695057378.0180323
5750,jharkhand,2019,1,bokaro district,1074907,1046148508.9114575
5751,jharkhand,2019,2,ramgarh district,331688,593592675.6244884
5752,jharkhand,2019,2,ranchi district,3147028,5924687357.225821
5753,jharkhand,2019,2,east singhbhum district,960100,1505995808.375913
5754,jharkhand,2019,2,jamtara district,62476,117513448.63148057
5755,jharkhand,2019,2,dumka district,120692,195596448.81764007
5756,jharkhand,2019,2,koderma district,194180,466014390.1260528
5757,jharkhand,2019,2,hazaribagh district,633673,1332857266.8961062
5758,jharkhand,2019,2,simdega district,27420,68451218.94833788
5759,jharkhand,2019,2,garhwa district,205986,744151237.499465
5760,jharkhand,2019,2,saraikela kharsawan district,328153,412040653.554274
5761,jharkhand,2019,2,gumla district,49344,105885709.66313219
5762,jharkhand,2019,2,chatra district,145939,427446541.16172373
5763,jharkhand,2019,2,khunti district,38486,92472196.04874589
5764,jharkhand,2019,2,dhanbad district,1279110,1614589568.7048624
5765,jharkhand,2019,2,godda district,143913,298191584.8881432
5766,jharkhand,2019,2,deoghar district,216404,385121235.7476239
5767,jharkhand,2019,2,palamu district,330327,1046448701.3271729
5768,jharkhand,2019,2,latehar district,104321,330417179.3593244
5769,jharkhand,2019,2,west singhbhum district,127553,243625440.90217423
5770,jharkhand,2019,2,pakur district,67895,110901285.51662283
5771,jharkhand,2019,2,lohardaga district,49909,114529140.20313537
5772,jharkhand,2019,2,sahebganj district,95569,250029522.62360385
5773,jharkhand,2019,2,giridih district,447860,872870570.3762811
5774,jharkhand,2019,2,bokaro district,1020185,1369272123.3242126
5775,jharkhand,2019,3,ramgarh district,466086,666327597.117374
5776,jharkhand,2019,3,ranchi district,3924885,6987035689.115903
5777,jharkhand,2019,3,east singhbhum district,1439445,1863746509.1365323
5778,jharkhand,2019,3,jamtara district,74851,142379562.4853839
5779,jharkhand,2019,3,dumka district,163465,254711658.17907476
5780,jharkhand,2019,3,koderma district,218889,472984198.32100344
5781,jharkhand,2019,3,hazaribagh district,917999,1501364416.6671975
5782,jharkhand,2019,3,simdega district,32543,71672793.4660503
5783,jharkhand,2019,3,garhwa district,253092,766713453.1640826
5784,jharkhand,2019,3,saraikela kharsawan district,436371,499189494.0970435
5785,jharkhand,2019,3,gumla district,60628,120987411.12363127
5786,jharkhand,2019,3,chatra district,191618,462948245.07882226
5787,jharkhand,2019,3,khunti district,46902,96458968.46191373
5788,jharkhand,2019,3,dhanbad district,2290227,1900631592.4346042
5789,jharkhand,2019,3,godda district,156420,330294444.3316301
5790,jharkhand,2019,3,deoghar district,344455,555613175.4677337
5791,jharkhand,2019,3,palamu district,408718,1090919704.3977737
5792,jharkhand,2019,3,latehar district,144588,398425179.6788881
5793,jharkhand,2019,3,west singhbhum district,172682,269069817.53950894
5794,jharkhand,2019,3,pakur district,70296,127897219.12087816
5795,jharkhand,2019,3,lohardaga district,60724,122597923.83547777
5796,jharkhand,2019,3,sahebganj district,109215,274001393.08005285
5797,jharkhand,2019,3,giridih district,498118,876022719.9153262
5798,jharkhand,2019,3,bokaro district,1738430,1613980827.1432543
5799,jharkhand,2019,4,ramgarh district,606260,907240261.0972492
5800,jharkhand,2019,4,ranchi district,4962725,8766487755.261751
5801,jharkhand,2019,4,east singhbhum district,1743320,2454308540.295499
5802,jharkhand,2019,4,jamtara district,128678,181420052.0316623
5803,jharkhand,2019,4,dumka district,246083,333225930.0008347
5804,jharkhand,2019,4,koderma district,300610,620039096.2061743
5805,jharkhand,2019,4,hazaribagh district,1115893,1919987793.5106766
5806,jharkhand,2019,4,simdega district,50843,111985838.91556814
5807,jharkhand,2019,4,garhwa district,353292,1079121447.7061095
5808,jharkhand,2019,4,saraikela kharsawan district,542522,632386702.9813409
5809,jharkhand,2019,4,gumla district,88718,182271440.1914146
5810,jharkhand,2019,4,chatra district,266238,605474152.4401714
5811,jharkhand,2019,4,khunti district,63682,141760019.40566558
5812,jharkhand,2019,4,dhanbad district,2966376,2559078950.795422
5813,jharkhand,2019,4,godda district,223042,498672089.4866885
5814,jharkhand,2019,4,deoghar district,411994,652381524.6441478
5815,jharkhand,2019,4,palamu district,568241,1542916983.3263822
5816,jharkhand,2019,4,latehar district,178887,527968456.97653687
5817,jharkhand,2019,4,west singhbhum district,237879,373351248.94109875
5818,jharkhand,2019,4,pakur district,101976,169185786.96339715
5819,jharkhand,2019,4,lohardaga district,84315,178315463.61294547
5820,jharkhand,2019,4,sahebganj district,148678,378366809.0588422
5821,jharkhand,2019,4,giridih district,664950,1173756910.3354383
5822,jharkhand,2019,4,bokaro district,2193416,2158045122.491934
5823,jharkhand,2020,1,ramgarh district,695324,1086274774.7268305
5824,jharkhand,2020,1,ranchi district,5132983,10593904951.012724
5825,jharkhand,2020,1,east singhbhum district,1934537,3099559621.386287
5826,jharkhand,2020,1,jamtara district,110484,209697372.97611183
5827,jharkhand,2020,1,dumka district,224016,383229546.99452996
5828,jharkhand,2020,1,koderma district,365431,822439808.7029362
5829,jharkhand,2020,1,hazaribagh district,1199387,2376853316.738264
5830,jharkhand,2020,1,simdega district,64462,137272246.4613846
5831,jharkhand,2020,1,garhwa district,428582,1339489644.523571
5832,jharkhand,2020,1,saraikela kharsawan district,595845,742590781.671559
5833,jharkhand,2020,1,gumla district,111756,222110686.8773355
5834,jharkhand,2020,1,chatra district,313522,788916110.327395
5835,jharkhand,2020,1,khunti district,75552,152340107.1539104
5836,jharkhand,2020,1,dhanbad district,2193642,2650637205.6009936
5837,jharkhand,2020,1,godda district,249509,564748152.099283
5838,jharkhand,2020,1,deoghar district,434837,757609415.2029015
5839,jharkhand,2020,1,palamu district,715476,2015033114.7157931
5840,jharkhand,2020,1,latehar district,217475,639364154.4533424
5841,jharkhand,2020,1,west singhbhum district,285811,454415645.6741731
5842,jharkhand,2020,1,pakur district,108230,205523234.31388295
5843,jharkhand,2020,1,lohardaga district,104542,204296439.89280277
5844,jharkhand,2020,1,sahebganj district,177230,487455326.4314028
5845,jharkhand,2020,1,giridih district,724320,1422925290.0151396
5846,jharkhand,2020,1,bokaro district,1819760,2254545205.3164005
5847,jharkhand,2020,2,ramgarh district,881527,1300903967.457524
5848,jharkhand,2020,2,ranchi district,4656822,10380666521.918905
5849,jharkhand,2020,2,east singhbhum district,1939867,2840155683.786606
5850,jharkhand,2020,2,jamtara district,161843,350691494.27817845
5851,jharkhand,2020,2,dumka district,259862,469191055.92352027
5852,jharkhand,2020,2,koderma district,493830,912366534.8065351
5853,jharkhand,2020,2,hazaribagh district,1409834,2588140607.1389537
5854,jharkhand,2020,2,simdega district,100085,195028382.9212324
