,state,year,quater,pincode,registered_users
3796,kerala,2021,2,673032,26355
3797,kerala,2021,3,682042,38880
3798,kerala,2021,3,695001,38710
3799,kerala,2021,3,682024,36108
3800,kerala,2021,3,682025,33080
3801,kerala,2021,3,682020,31859
3802,kerala,2021,3,670645,30931
3803,kerala,2021,3,682035,29804
3804,kerala,2021,3,673592,28563
3805,kerala,2021,3,682032,28166
3806,kerala,2021,3,673032,28073
3807,kerala,2021,4,682042,41448
3808,kerala,2021,4,695001,41207
3809,kerala,2021,4,682024,38351
3810,kerala,2021,4,682025,35172
3811,kerala,2021,4,682020,33886
3812,kerala,2021,4,670645,32968
3813,kerala,2021,4,682035,31716
3814,kerala,2021,4,673592,30447
3815,kerala,2021,4,682032,30009
3816,kerala,2021,4,673032,29788
3817,kerala,2022,1,682042,43832
3818,kerala,2022,1,695001,43506
3819,kerala,2022,1,682024,40513
3820,kerala,2022,1,682025,37172
3821,kerala,2022,1,682020,35790
3822,kerala,2022,1,670645,34974
3823,kerala,2022,1,682035,33556
3824,kerala,2022,1,673592,32286
3825,kerala,2022,1,682032,31679
3826,kerala,2022,1,682301,31551
3827,kerala,2022,2,682042,46049
3828,kerala,2022,2,695001,45760
3829,kerala,2022,2,682024,42517
3830,kerala,2022,2,682025,39062
3831,kerala,2022,2,682020,37658
3832,kerala,2022,2,670645,36777
3833,kerala,2022,2,682035,35277
3834,kerala,2022,2,673592,33986
3835,kerala,2022,2,682032,33271
3836,kerala,2022,2,682301,33154
3837,kerala,2022,3,682042,48385
3838,kerala,2022,3,695001,48080
3839,kerala,2022,3,682024,44605
3840,kerala,2022,3,682025,41047
3841,kerala,2022,3,682020,39537
3842,kerala,2022,3,670645,38662
3843,kerala,2022,3,682035,37065
3844,kerala,2022,3,673592,35697
3845,kerala,2022,3,682032,34936
3846,kerala,2022,3,682301,34880
3847,kerala,2022,4,682042,50726
3848,kerala,2022,4,695001,50448
3849,kerala,2022,4,682024,46703
3850,kerala,2022,4,682025,42979
3851,kerala,2022,4,682020,41421
3852,kerala,2022,4,670645,40256
3853,kerala,2022,4,682035,38857
3854,kerala,2022,4,673592,37241
3855,kerala,2022,4,682032,36609
3856,kerala,2022,4,682301,36567
3857,kerala,2023,1,682042,52947
3858,kerala,2023,1,695001,52622
3859,kerala,2023,1,682024,48663
3860,kerala,2023,1,682025,44808
3861,kerala,2023,1,682020,43203
3862,kerala,2023,1,670645,41939
3863,kerala,2023,1,682035,40564
3864,kerala,2023,1,673592,38815
3865,kerala,2023,1,682301,38160
3866,kerala,2023,1,682032,38133
3867,kerala,2023,2,682042,54820
3868,kerala,2023,2,695001,54455
3869,kerala,2023,2,682024,50392
3870,kerala,2023,2,682025,46400
3871,kerala,2023,2,682020,44692
3872,kerala,2023,2,670645,43529
3873,kerala,2023,2,682035,41999
3874,kerala,2023,2,673592,40332
3875,kerala,2023,2,682301,39558
3876,kerala,2023,2,682032,39475
3877,kerala,2023,3,682042,56858
3878,kerala,2023,3,695001,55398
3879,kerala,2023,3,682024,52272
3880,kerala,2023,3,682025,48077
3881,kerala,2023,3,682020,46356
3882,kerala,2023,3,670645,45257
3883,kerala,2023,3,682035,43525
3884,kerala,2023,3,673592,41858
3885,kerala,2023,3,682301,41067
3886,kerala,2023,3,682032,40897
3887,ladakh,2018,1,194104,2329
3888,ladakh,2018,1,194101,1584
3889,ladakh,2018,1,194201,1397
3890,ladakh,2018,1,194401,670
3891,ladakh,2018,1,194107,641
3892,ladakh,2018,1,194103,458
3893,ladakh,2018,1,194102,353
3894,ladakh,2018,1,194105,259
3895,ladakh,2018,1,194106,255
3896,ladakh,2018,1,194703,241
3897,ladakh,2018,2,194104,3343
3898,ladakh,2018,2,194101,2388
3899,ladakh,2018,2,194201,2112
3900,ladakh,2018,2,194107,984
3901,ladakh,2018,2,194401,943
3902,ladakh,2018,2,194103,655
3903,ladakh,2018,2,194102,511
3904,ladakh,2018,2,194105,361
3905,ladakh,2018,2,194106,357
3906,ladakh,2018,2,194703,342
3907,ladakh,2018,3,194104,4461
3908,ladakh,2018,3,194101,3292
3909,ladakh,2018,3,194201,2882
3910,ladakh,2018,3,194107,1385
3911,ladakh,2018,3,194401,1264
3912,ladakh,2018,3,194103,976
3913,ladakh,2018,3,194102,717
3914,ladakh,2018,3,194105,534
3915,ladakh,2018,3,194106,519
3916,ladakh,2018,3,194703,468
3917,ladakh,2018,4,194104,5767
3918,ladakh,2018,4,194101,4561
3919,ladakh,2018,4,194201,3824
3920,ladakh,2018,4,194107,1913
3921,ladakh,2018,4,194401,1632
3922,ladakh,2018,4,194103,1460
3923,ladakh,2018,4,194102,970
3924,ladakh,2018,4,194105,800
3925,ladakh,2018,4,194106,706
3926,ladakh,2018,4,194703,640
3927,ladakh,2019,1,194104,6985
3928,ladakh,2019,1,194101,5676
3929,ladakh,2019,1,194201,4722
3930,ladakh,2019,1,194107,2336
3931,ladakh,2019,1,194401,1998
3932,ladakh,2019,1,194103,1938
3933,ladakh,2019,1,194102,1275
3934,ladakh,2019,1,194105,1020
3935,ladakh,2019,1,194106,902
3936,ladakh,2019,1,194703,788
3937,ladakh,2019,2,194104,8074
3938,ladakh,2019,2,194101,6990
3939,ladakh,2019,2,194201,5567
3940,ladakh,2019,2,194107,2793
3941,ladakh,2019,2,194103,2432
3942,ladakh,2019,2,194401,2390
3943,ladakh,2019,2,194102,1584
3944,ladakh,2019,2,194105,1258
3945,ladakh,2019,2,194106,1097
3946,ladakh,2019,2,194703,949
3947,ladakh,2019,3,194104,8972
3948,ladakh,2019,3,194101,7968
3949,ladakh,2019,3,194201,6210
3950,ladakh,2019,3,194107,3004
3951,ladakh,2019,3,194103,2647
3952,ladakh,2019,3,194401,2601
3953,ladakh,2019,3,194102,1723
3954,ladakh,2019,3,194105,1386
3955,ladakh,2019,3,194106,1162
3956,ladakh,2019,3,194703,1014
3957,ladakh,2019,4,194104,9875
3958,ladakh,2019,4,194101,8791
3959,ladakh,2019,4,194201,6838
3960,ladakh,2019,4,194107,3321
3961,ladakh,2019,4,194401,2945
3962,ladakh,2019,4,194103,2850
3963,ladakh,2019,4,194102,1873
3964,ladakh,2019,4,194105,1501
3965,ladakh,2019,4,194106,1304
3966,ladakh,2019,4,194703,1054
3967,ladakh,2020,1,194104,10826
3968,ladakh,2020,1,194101,9668
3969,ladakh,2020,1,194201,7470
3970,ladakh,2020,1,194107,3617
3971,ladakh,2020,1,194103,3320
3972,ladakh,2020,1,194401,3216
3973,ladakh,2020,1,194102,2152
3974,ladakh,2020,1,194105,1776
3975,ladakh,2020,1,194106,1403
3976,ladakh,2020,1,194703,1207
3977,ladakh,2020,2,194104,11904
3978,ladakh,2020,2,194101,10546
3979,ladakh,2020,2,194201,8273
3980,ladakh,2020,2,194107,3957
3981,ladakh,2020,2,194103,3885
3982,ladakh,2020,2,194401,3519
3983,ladakh,2020,2,194102,2449
3984,ladakh,2020,2,194105,2060
3985,ladakh,2020,2,194106,1518
3986,ladakh,2020,2,194703,1358
3987,ladakh,2020,3,194104,13038
3988,ladakh,2020,3,194101,11446
3989,ladakh,2020,3,194201,8999
3990,ladakh,2020,3,194103,4416
3991,ladakh,2020,3,194107,4322
3992,ladakh,2020,3,194401,3865
3993,ladakh,2020,3,194102,2748
3994,ladakh,2020,3,194105,2360
3995,ladakh,2020,3,194106,1661
3996,ladakh,2020,3,194703,1526
3997,ladakh,2020,4,194104,14355
3998,ladakh,2020,4,194101,12651
3999,ladakh,2020,4,194201,9940
4000,ladakh,2020,4,194103,5069
4001,ladakh,2020,4,194107,4681
4002,ladakh,2020,4,194401,4313
4003,ladakh,2020,4,194102,3028
4004,ladakh,2020,4,194105,2673
4005,ladakh,2020,4,194106,1803
4006,ladakh,2020,4,194109,1697
4007,ladakh,2021,1,194104,15511
4008,ladakh,2021,1,194101,13620
4009,ladakh,2021,1,194201,10674
4010,ladakh,2021,1,194103,5484
4011,ladakh,2021,1,194107,5026
4012,ladakh,2021,1,194401,4631
4013,ladakh,2021,1,194102,3256
4014,ladakh,2021,1,194105,2886
4015,ladakh,2021,1,194106,1933
4016,ladakh,2021,1,194109,1854
4017,ladakh,2021,2,194104,16585
4018,ladakh,2021,2,194101,14606
4019,ladakh,2021,2,194201,11446
4020,ladakh,2021,2,194103,5935
4021,ladakh,2021,2,194107,5397
4022,ladakh,2021,2,194401,4964
4023,ladakh,2021,2,194102,3499
4024,ladakh,2021,2,194105,3111
4025,ladakh,2021,2,194106,2070
4026,ladakh,2021,2,194109,1998
4027,ladakh,2021,3,194104,17813
4028,ladakh,2021,3,194101,15772
4029,ladakh,2021,3,194201,12397
4030,ladakh,2021,3,194103,6415
4031,ladakh,2021,3,194107,5819
4032,ladakh,2021,3,194401,5438
4033,ladakh,2021,3,194102,3811
4034,ladakh,2021,3,194105,3389
4035,ladakh,2021,3,194106,2243
4036,ladakh,2021,3,194109,2193
4037,ladakh,2021,4,194104,19007
4038,ladakh,2021,4,194101,16834
4039,ladakh,2021,4,194201,13309
4040,ladakh,2021,4,194103,6889
4041,ladakh,2021,4,194107,6240
4042,ladakh,2021,4,194401,5862
4043,ladakh,2021,4,194102,4093
4044,ladakh,2021,4,194105,3639
4045,ladakh,2021,4,194106,2420
4046,ladakh,2021,4,194109,2397
4047,ladakh,2022,1,194104,20154
4048,ladakh,2022,1,194101,17877
4049,ladakh,2022,1,194201,14135
4050,ladakh,2022,1,194103,7324
4051,ladakh,2022,1,194107,6632
4052,ladakh,2022,1,194401,6231
4053,ladakh,2022,1,194102,4370
4054,ladakh,2022,1,194105,3888
4055,ladakh,2022,1,194106,2563
4056,ladakh,2022,1,194109,2545
4057,ladakh,2022,2,194104,21222
4058,ladakh,2022,2,194101,18842
4059,ladakh,2022,2,194201,14911
4060,ladakh,2022,2,194103,7729
4061,ladakh,2022,2,194107,7006
4062,ladakh,2022,2,194401,6571
4063,ladakh,2022,2,194102,4602
4064,ladakh,2022,2,194105,4102
4065,ladakh,2022,2,194106,2710
4066,ladakh,2022,2,194109,2681
4067,ladakh,2022,3,194104,22353
4068,ladakh,2022,3,194101,19786
4069,ladakh,2022,3,194201,15631
4070,ladakh,2022,3,194103,8113
4071,ladakh,2022,3,194107,7342
4072,ladakh,2022,3,194401,6856
4073,ladakh,2022,3,194102,4828
4074,ladakh,2022,3,194105,4306
4075,ladakh,2022,3,194106,2840
4076,ladakh,2022,3,194109,2791
4077,ladakh,2022,4,194104,23418
4078,ladakh,2022,4,194101,20668
4079,ladakh,2022,4,194201,16206
4080,ladakh,2022,4,194103,8405
4081,ladakh,2022,4,194107,7641
4082,ladakh,2022,4,194401,7055
4083,ladakh,2022,4,194102,5020
4084,ladakh,2022,4,194105,4454
4085,ladakh,2022,4,194106,2943
4086,ladakh,2022,4,194109,2832
4087,ladakh,2023,1,194104,24439
4088,ladakh,2023,1,194101,21580
4089,ladakh,2023,1,194201,16910
4090,ladakh,2023,1,194103,8776
4091,ladakh,2023,1,194107,7971
4092,ladakh,2023,1,194401,7342
4093,ladakh,2023,1,194102,5242
4094,ladakh,2023,1,194105,4663
4095,ladakh,2023,1,194106,3062
4096,ladakh,2023,1,194109,2960
4097,ladakh,2023,2,194104,25357
4098,ladakh,2023,2,194101,22399
4099,ladakh,2023,2,194201,17688
4100,ladakh,2023,2,194103,9138
4101,ladakh,2023,2,194107,8300
4102,ladakh,2023,2,194401,7705
4103,ladakh,2023,2,194102,5492
4104,ladakh,2023,2,194105,4888
4105,ladakh,2023,2,194106,3214
4106,ladakh,2023,2,194109,3100
4107,ladakh,2023,3,194104,26346
4108,ladakh,2023,3,194101,23265
4109,ladakh,2023,3,194201,18391
4110,ladakh,2023,3,194103,9525
4111,ladakh,2023,3,194107,8645
4112,ladakh,2023,3,194401,8019
4113,ladakh,2023,3,194102,5722
4114,ladakh,2023,3,194105,5090
4115,ladakh,2023,3,194106,3343
4116,ladakh,2023,3,194109,3268
4117,lakshadweep,2018,1,682555,175
4118,lakshadweep,2018,1,682557,85
4119,lakshadweep,2018,1,682551,78
4120,lakshadweep,2018,1,682559,71
4121,lakshadweep,2018,1,682552,44
4122,lakshadweep,2018,1,682556,37
4123,lakshadweep,2018,1,682554,10
4124,lakshadweep,2018,1,682558,1
4125,lakshadweep,2018,2,682555,246
4126,lakshadweep,2018,2,682551,126
4127,lakshadweep,2018,2,682557,94
4128,lakshadweep,2018,2,682559,82
4129,lakshadweep,2018,2,682552,61
4130,lakshadweep,2018,2,682556,56
4131,lakshadweep,2018,2,682554,18
4132,lakshadweep,2018,2,682558,3
4133,lakshadweep,2018,3,682555,338
4134,lakshadweep,2018,3,682551,175
4135,lakshadweep,2018,3,682557,131
4136,lakshadweep,2018,3,682559,93
4137,lakshadweep,2018,3,682552,86
4138,lakshadweep,2018,3,682556,68
4139,lakshadweep,2018,3,682554,22
4140,lakshadweep,2018,3,682558,5
4141,lakshadweep,2018,4,682555,429
4142,lakshadweep,2018,4,682551,241
4143,lakshadweep,2018,4,682557,148
4144,lakshadweep,2018,4,682559,116
4145,lakshadweep,2018,4,682552,110
4146,lakshadweep,2018,4,682556,84
4147,lakshadweep,2018,4,682554,23
4148,lakshadweep,2018,4,682558,5
4149,lakshadweep,2019,1,682555,549
4150,lakshadweep,2019,1,682551,299
4151,lakshadweep,2019,1,682557,166
4152,lakshadweep,2019,1,682552,132
4153,lakshadweep,2019,1,682559,129
4154,lakshadweep,2019,1,682556,107
4155,lakshadweep,2019,1,682554,29
4156,lakshadweep,2019,1,682558,5
4157,lakshadweep,2019,2,682555,685
4158,lakshadweep,2019,2,682551,367
4159,lakshadweep,2019,2,682557,201
4160,lakshadweep,2019,2,682552,158
4161,lakshadweep,2019,2,682559,155
4162,lakshadweep,2019,2,682556,139
4163,lakshadweep,2019,2,682554,35
4164,lakshadweep,2019,2,682558,7
4165,lakshadweep,2019,3,682555,813
4166,lakshadweep,2019,3,682551,469
4167,lakshadweep,2019,3,682557,243
4168,lakshadweep,2019,3,682552,185
4169,lakshadweep,2019,3,682559,176
4170,lakshadweep,2019,3,682556,173
4171,lakshadweep,2019,3,682554,51
4172,lakshadweep,2019,3,682558,7
4173,lakshadweep,2019,4,682555,923
4174,lakshadweep,2019,4,682551,538
4175,lakshadweep,2019,4,682557,279
4176,lakshadweep,2019,4,682552,212
4177,lakshadweep,2019,4,682559,195
4178,lakshadweep,2019,4,682556,193
4179,lakshadweep,2019,4,682554,77
4180,lakshadweep,2019,4,682558,10
4181,lakshadweep,2020,1,682555,1032
4182,lakshadweep,2020,1,682551,633
4183,lakshadweep,2020,1,682557,332
4184,lakshadweep,2020,1,682552,248
4185,lakshadweep,2020,1,682556,227
4186,lakshadweep,2020,1,682559,200
4187,lakshadweep,2020,1,682554,89
4188,lakshadweep,2020,1,682558,11
4189,lakshadweep,2020,2,682555,1178
4190,lakshadweep,2020,2,682551,744
4191,lakshadweep,2020,2,682557,376
4192,lakshadweep,2020,2,682552,274
4193,lakshadweep,2020,2,682556,271
4194,lakshadweep,2020,2,682559,207
4195,lakshadweep,2020,2,682554,121
4196,lakshadweep,2020,2,682558,16
4197,lakshadweep,2020,3,682555,1334
4198,lakshadweep,2020,3,682551,866
4199,lakshadweep,2020,3,682557,429
4200,lakshadweep,2020,3,682552,323
4201,lakshadweep,2020,3,682556,311
4202,lakshadweep,2020,3,682559,220
4203,lakshadweep,2020,3,682554,142
4204,lakshadweep,2020,3,682558,19
4205,lakshadweep,2020,4,682555,1530
4206,lakshadweep,2020,4,682551,981
4207,lakshadweep,2020,4,682557,480
4208,lakshadweep,2020,4,682552,388
4209,lakshadweep,2020,4,682556,354
4210,lakshadweep,2020,4,682559,256
4211,lakshadweep,2020,4,682554,168
4212,lakshadweep,2020,4,682558,22
4213,lakshadweep,2021,1,682555,1664
4214,lakshadweep,2021,1,682551,1083
4215,lakshadweep,2021,1,682557,524
4216,lakshadweep,2021,1,682552,427
4217,lakshadweep,2021,1,682556,396
4218,lakshadweep,2021,1,682559,276
4219,lakshadweep,2021,1,682554,181
4220,lakshadweep,2021,1,682558,26
4221,lakshadweep,2021,2,682555,1780
4222,lakshadweep,2021,2,682551,1154
4223,lakshadweep,2021,2,682557,559
4224,lakshadweep,2021,2,682552,463
4225,lakshadweep,2021,2,682556,424
4226,lakshadweep,2021,2,682559,295
4227,lakshadweep,2021,2,682554,194
4228,lakshadweep,2021,2,682558,27
4229,lakshadweep,2021,3,682555,1914
4230,lakshadweep,2021,3,682551,1237
4231,lakshadweep,2021,3,682557,607
4232,lakshadweep,2021,3,682552,504
4233,lakshadweep,2021,3,682556,461
4234,lakshadweep,2021,3,682559,321
4235,lakshadweep,2021,3,682554,212
4236,lakshadweep,2021,3,682558,31
4237,lakshadweep,2021,4,682555,2037
4238,lakshadweep,2021,4,682551,1321
4239,lakshadweep,2021,4,682557,654
4240,lakshadweep,2021,4,682552,536
4241,lakshadweep,2021,4,682556,486
4242,lakshadweep,2021,4,682559,339
4243,lakshadweep,2021,4,682554,233
4244,lakshadweep,2021,4,682558,32
4245,lakshadweep,2022,1,682555,2165
4246,lakshadweep,2022,1,682551,1400
4247,lakshadweep,2022,1,682557,692
4248,lakshadweep,2022,1,682552,570
4249,lakshadweep,2022,1,682556,519
4250,lakshadweep,2022,1,682559,363
4251,lakshadweep,2022,1,682554,246
4252,lakshadweep,2022,1,682558,35
4253,lakshadweep,2022,2,682555,2279
4254,lakshadweep,2022,2,682551,1473
4255,lakshadweep,2022,2,682557,732
4256,lakshadweep,2022,2,682552,609
4257,lakshadweep,2022,2,682556,558
4258,lakshadweep,2022,2,682559,379
4259,lakshadweep,2022,2,682554,261
4260,lakshadweep,2022,2,682558,36
4261,lakshadweep,2022,3,682555,2391
4262,lakshadweep,2022,3,682551,1555
4263,lakshadweep,2022,3,682557,766
4264,lakshadweep,2022,3,682552,642
4265,lakshadweep,2022,3,682556,592
4266,lakshadweep,2022,3,682559,389
4267,lakshadweep,2022,3,682554,273
4268,lakshadweep,2022,3,682558,37
4269,lakshadweep,2022,4,682555,2520
4270,lakshadweep,2022,4,682551,1627
4271,lakshadweep,2022,4,682557,797
4272,lakshadweep,2022,4,682552,675
4273,lakshadweep,2022,4,682556,609
4274,lakshadweep,2022,4,682559,409
4275,lakshadweep,2022,4,682554,285
4276,lakshadweep,2022,4,682558,39
4277,lakshadweep,2023,1,682555,2629
4278,lakshadweep,2023,1,682551,1697
4279,lakshadweep,2023,1,682557,833
4280,lakshadweep,2023,1,682552,703
4281,lakshadweep,2023,1,682556,638
4282,lakshadweep,2023,1,682559,427
4283,lakshadweep,2023,1,682554,298
4284,lakshadweep,2023,1,682558,42
4285,lakshadweep,2023,2,682555,2739
4286,lakshadweep,2023,2,682551,1775
4287,lakshadweep,2023,2,682557,867
4288,lakshadweep,2023,2,682552,740
4289,lakshadweep,2023,2,682556,663
4290,lakshadweep,2023,2,682559,446
4291,lakshadweep,2023,2,682554,312
4292,lakshadweep,2023,2,682558,43
4293,lakshadweep,2023,3,682555,2843
4294,lakshadweep,2023,3,682551,1866
4295,lakshadweep,2023,3,682557,902
4296,lakshadweep,2023,3,682552,772
4297,lakshadweep,2023,3,682556,693
4298,lakshadweep,2023,3,682559,462
4299,lakshadweep,2023,3,682554,326
4300,lakshadweep,2023,3,682558,48
4301,madhya-pradesh,2018,1,452001,42977
4302,madhya-pradesh,2018,1,452010,40850
4303,madhya-pradesh,2018,1,455001,37899
4304,madhya-pradesh,2018,1,482002,37645
4305,madhya-pradesh,2018,1,462001,27351
4306,madhya-pradesh,2018,1,482001,26665
4307,madhya-pradesh,2018,1,452016,25256
4308,madhya-pradesh,2018,1,457001,24909
4309,madhya-pradesh,2018,1,485001,24806
4310,madhya-pradesh,2018,1,462022,24661
4311,madhya-pradesh,2018,2,452001,55837
4312,madhya-pradesh,2018,2,452010,52677
4313,madhya-pradesh,2018,2,455001,50091
4314,madhya-pradesh,2018,2,482002,49877
4315,madhya-pradesh,2018,2,462001,36311
4316,madhya-pradesh,2018,2,482001,35303
4317,madhya-pradesh,2018,2,457001,33608
4318,madhya-pradesh,2018,2,452016,32883
4319,madhya-pradesh,2018,2,480001,32800
4320,madhya-pradesh,2018,2,485001,32316
4321,madhya-pradesh,2018,3,452001,67243
4322,madhya-pradesh,2018,3,452010,63537
4323,madhya-pradesh,2018,3,455001,61117
4324,madhya-pradesh,2018,3,482002,60999
4325,madhya-pradesh,2018,3,462001,43609
4326,madhya-pradesh,2018,3,482001,43593
4327,madhya-pradesh,2018,3,457001,41975
4328,madhya-pradesh,2018,3,480001,40061
4329,madhya-pradesh,2018,3,452016,39967
4330,madhya-pradesh,2018,3,485001,39351
4331,madhya-pradesh,2018,4,452001,81206
4332,madhya-pradesh,2018,4,482002,77791
4333,madhya-pradesh,2018,4,452010,76811
4334,madhya-pradesh,2018,4,455001,73952
4335,madhya-pradesh,2018,4,462001,54496
4336,madhya-pradesh,2018,4,482001,54390
4337,madhya-pradesh,2018,4,457001,51238
4338,madhya-pradesh,2018,4,480001,50803
4339,madhya-pradesh,2018,4,485001,50329
4340,madhya-pradesh,2018,4,452016,48626
4341,madhya-pradesh,2019,1,452001,94894
4342,madhya-pradesh,2019,1,482002,92148
4343,madhya-pradesh,2019,1,452010,89541
4344,madhya-pradesh,2019,1,455001,87837
4345,madhya-pradesh,2019,1,462001,65450
4346,madhya-pradesh,2019,1,482001,64389
4347,madhya-pradesh,2019,1,457001,61687
4348,madhya-pradesh,2019,1,480001,60744
4349,madhya-pradesh,2019,1,485001,59332
4350,madhya-pradesh,2019,1,452016,57554
4351,madhya-pradesh,2019,2,452001,108587
4352,madhya-pradesh,2019,2,482002,104846
4353,madhya-pradesh,2019,2,452010,99616
4354,madhya-pradesh,2019,2,455001,98265
4355,madhya-pradesh,2019,2,462001,75250
4356,madhya-pradesh,2019,2,482001,74711
4357,madhya-pradesh,2019,2,457001,70728
4358,madhya-pradesh,2019,2,480001,69139
4359,madhya-pradesh,2019,2,485001,66578
4360,madhya-pradesh,2019,2,452016,65634
4361,madhya-pradesh,2019,3,452001,122796
4362,madhya-pradesh,2019,3,482002,119882
4363,madhya-pradesh,2019,3,452010,110196
4364,madhya-pradesh,2019,3,455001,109090
4365,madhya-pradesh,2019,3,462001,85889
4366,madhya-pradesh,2019,3,482001,85035
4367,madhya-pradesh,2019,3,457001,80045
4368,madhya-pradesh,2019,3,480001,77495
4369,madhya-pradesh,2019,3,485001,74626
4370,madhya-pradesh,2019,3,452016,73956
4371,madhya-pradesh,2019,4,452001,134323
4372,madhya-pradesh,2019,4,482002,134193
4373,madhya-pradesh,2019,4,452010,120352
4374,madhya-pradesh,2019,4,455001,120057
4375,madhya-pradesh,2019,4,462001,96155
4376,madhya-pradesh,2019,4,482001,93550
4377,madhya-pradesh,2019,4,457001,89121
4378,madhya-pradesh,2019,4,480001,85991
4379,madhya-pradesh,2019,4,485001,82766
4380,madhya-pradesh,2019,4,452016,81668
4381,madhya-pradesh,2020,1,482002,146207
4382,madhya-pradesh,2020,1,452001,144699
4383,madhya-pradesh,2020,1,455001,130830
4384,madhya-pradesh,2020,1,452010,129645
4385,madhya-pradesh,2020,1,462001,106091
4386,madhya-pradesh,2020,1,482001,101513
4387,madhya-pradesh,2020,1,457001,98886
4388,madhya-pradesh,2020,1,480001,94636
4389,madhya-pradesh,2020,1,485001,90615
4390,madhya-pradesh,2020,1,452016,89460
4391,madhya-pradesh,2020,2,482002,158954
4392,madhya-pradesh,2020,2,452001,153695
4393,madhya-pradesh,2020,2,455001,144023
4394,madhya-pradesh,2020,2,452010,139367
4395,madhya-pradesh,2020,2,462001,116167
4396,madhya-pradesh,2020,2,457001,111581
4397,madhya-pradesh,2020,2,482001,110268
4398,madhya-pradesh,2020,2,480001,104519
4399,madhya-pradesh,2020,2,452016,98532
4400,madhya-pradesh,2020,2,485001,98080
4401,madhya-pradesh,2020,3,482002,173274
4402,madhya-pradesh,2020,3,452001,162767
4403,madhya-pradesh,2020,3,455001,155823
4404,madhya-pradesh,2020,3,452010,149318
4405,madhya-pradesh,2020,3,462001,127166
4406,madhya-pradesh,2020,3,457001,122974
4407,madhya-pradesh,2020,3,482001,119294
4408,madhya-pradesh,2020,3,480001,114237
4409,madhya-pradesh,2020,3,485001,107317
4410,madhya-pradesh,2020,3,452016,107084
4411,madhya-pradesh,2020,4,482002,188460
4412,madhya-pradesh,2020,4,452001,173333
4413,madhya-pradesh,2020,4,455001,167885
4414,madhya-pradesh,2020,4,452010,160146
4415,madhya-pradesh,2020,4,462001,138574
4416,madhya-pradesh,2020,4,457001,134427
4417,madhya-pradesh,2020,4,482001,128730
4418,madhya-pradesh,2020,4,480001,124525
4419,madhya-pradesh,2020,4,474001,116379
4420,madhya-pradesh,2020,4,452016,116281
4421,madhya-pradesh,2021,1,482002,202915
4422,madhya-pradesh,2021,1,452001,185582
4423,madhya-pradesh,2021,1,455001,180488
4424,madhya-pradesh,2021,1,452010,171754
4425,madhya-pradesh,2021,1,462001,149137
4426,madhya-pradesh,2021,1,457001,145248
4427,madhya-pradesh,2021,1,482001,138100
4428,madhya-pradesh,2021,1,480001,134163
4429,madhya-pradesh,2021,1,474001,125599
4430,madhya-pradesh,2021,1,485001,125104
4431,madhya-pradesh,2021,2,482002,216522
4432,madhya-pradesh,2021,2,452001,198059
4433,madhya-pradesh,2021,2,455001,193208
4434,madhya-pradesh,2021,2,452010,183345
4435,madhya-pradesh,2021,2,462001,159236
4436,madhya-pradesh,2021,2,457001,155865
4437,madhya-pradesh,2021,2,482001,147363
4438,madhya-pradesh,2021,2,480001,143414
4439,madhya-pradesh,2021,2,474001,134469
4440,madhya-pradesh,2021,2,485001,133879
4441,madhya-pradesh,2021,3,482002,231582
4442,madhya-pradesh,2021,3,452001,211664
4443,madhya-pradesh,2021,3,455001,207599
4444,madhya-pradesh,2021,3,452010,196173
4445,madhya-pradesh,2021,3,462001,170393
4446,madhya-pradesh,2021,3,457001,167859
4447,madhya-pradesh,2021,3,482001,157536
4448,madhya-pradesh,2021,3,480001,153878
4449,madhya-pradesh,2021,3,474001,144518
4450,madhya-pradesh,2021,3,485001,143700
4451,madhya-pradesh,2021,4,482002,246911
4452,madhya-pradesh,2021,4,452001,225433
4453,madhya-pradesh,2021,4,455001,222066
4454,madhya-pradesh,2021,4,452010,208931
4455,madhya-pradesh,2021,4,462001,181784
4456,madhya-pradesh,2021,4,457001,179603
4457,madhya-pradesh,2021,4,482001,167796
4458,madhya-pradesh,2021,4,480001,164329
4459,madhya-pradesh,2021,4,474001,154609
4460,madhya-pradesh,2021,4,485001,153628
4461,madhya-pradesh,2022,1,482002,261115
4462,madhya-pradesh,2022,1,452001,238296
4463,madhya-pradesh,2022,1,455001,235768
4464,madhya-pradesh,2022,1,452010,220888
4465,madhya-pradesh,2022,1,462001,192336
4466,madhya-pradesh,2022,1,457001,190837
4467,madhya-pradesh,2022,1,482001,177586
4468,madhya-pradesh,2022,1,480001,174161
4469,madhya-pradesh,2022,1,474001,164039
4470,madhya-pradesh,2022,1,485001,163020
4471,madhya-pradesh,2022,2,482002,274815
4472,madhya-pradesh,2022,2,452001,250461
4473,madhya-pradesh,2022,2,455001,248656
4474,madhya-pradesh,2022,2,452010,232223
4475,madhya-pradesh,2022,2,462001,202395
4476,madhya-pradesh,2022,2,457001,201497
4477,madhya-pradesh,2022,2,482001,186815
4478,madhya-pradesh,2022,2,480001,183624
4479,madhya-pradesh,2022,2,474001,173002
4480,madhya-pradesh,2022,2,485001,172044
4481,madhya-pradesh,2022,3,482002,288913
4482,madhya-pradesh,2022,3,452001,263235
4483,madhya-pradesh,2022,3,455001,262081
4484,madhya-pradesh,2022,3,452010,243950
4485,madhya-pradesh,2022,3,462001,212978
4486,madhya-pradesh,2022,3,457001,212433
